preco	area	quartos	banheiros	vagas	suites	bairro
638000	68.31	1	2	2	1	batel
723700	96	3	3	2	2	batel
5424000	398	4	7	4	4	batel
755210	96	3	3	2	1	batel
755200	96	3	3	2	1	batel
3707000	233	3	5	4	3	batel
680000	160	3	4	2	1	batel
1390000	350	4	1	3	3	batel
231000	33	1	1	NA	NA	batel
670000	159	3	4	2	1	batel
1476000	152.89	3	2	2	1	batel
3500000	354	4	5	4	4	batel
755210	96	3	3	2	1	batel
3707000	233	3	5	4	3	batel
755210	96	3	3	2	1	batel
489900	76	3	2	2	1	batel
5424000	398	4	7	4	4	batel
1950000	249	4	2	4	2	batel
1100000	225	4	3	3	2	batel
2495000	422	4	5	5	4	batel
2699900	235	3	3	2	3	batel
548000	98	2	1	2	1	batel
1350000	120	2	3	2	2	batel
650000	83	2	2	2	1	batel
1099999	220	4	5	3	2	batel
2612000	233	3	5	3	3	batel
1099000	107.93	3	2	2	1	batel
2650000	540	5	2	5	4	batel
430000	70	2	2	1	1	batel
755100	96	3	3	2	1	batel
430000	70	2	2	1	1	batel
1200000	251	4	5	3	2	batel
755210	96	3	3	2	1	batel
460000	100	2	3	2	1	batel
396310	53.8	1	NA	1	1	batel
395200	48.08	1	NA	1	1	batel
1650000	205.3	3	NA	NA	NA	batel
419611	53.8	1	NA	1	1	batel
1650000	205.3	3	NA	3	NA	batel
226500	48	1	1	1	NA	batel
4890000	398	4	5	4	3	batel
1339000	83	2	2	2	1	batel
3699900	235	3	3	2	3	batel
2599900	233	3	3	2	3	batel
1150000	237	4	NA	2	NA	batel
420000	91.77	3	NA	1	1	batel
2611340	233	3	3	3	3	batel
540000	133.94	3	NA	1	NA	batel
770000	114.15	3	NA	2	1	batel
600000	130	3	3	2	1	batel
1500000	390	6	6	2	2	batel
580000	168	3	4	1	1	batel
470000	88	2	2	1	1	batel
1250000	271	4	5	3	2	batel
500000	97.83	3	NA	1	NA	batel
530000	120	3	4	1	1	batel
1580000	350	4	4	6	4	batel
730000	223	3	NA	2	NA	batel
800000	158	4	3	2	1	batel
350000	60	2	1	1	NA	batel
780000	204.82	4	2	2	1	batel
2300000	190	NA	1	3	2	batel
990013	119	2	1	1	2	batel
579900	65	2	2	1	2	batel
1400000	428	3	NA	3	2	batel
668000	76	2	NA	1	NA	batel
750000	187	4	4	2	2	batel
350000	91	3	3	1	1	batel
950000	169.15	NA	NA	2	NA	batel
2500000	413	5	5	5	4	batel
548000	100	2	3	1	1	batel
1300000	160	4	4	3	2	batel
580000	90	2	3	1	2	batel
970000	179	3	2	2	1	batel
1080000	250	4	4	2	2	batel
5423660	398	4	3	4	4	batel
1180000	272	3	4	3	1	batel
990000	215	4	NA	3	2	batel
573000	65	2	NA	1	NA	batel
2649000	233	3	4	3	3	batel
595000	154	3	1	1	1	batel
910000	222	2	1	2	1	batel
593460	65.74	1	2	1	1	batel
782700	96.46	3	2	1	1	batel
776880	76.43	2	2	2	1	batel
3500000	354	4	5	4	4	batel
700000	190	3	4	1	1	batel
1510000	330	4	NA	3	2	batel
800000	225	2	2	2	1	batel
1409930	181	4	1	3	2	batel
2100000	320	4	6	4	4	batel
2599900	235	3	2	3	3	batel
1300000	220	4	1	3	2	batel
650000	107	3	2	2	1	batel
730000	145	4	3	2	1	batel
720000	156	4	4	2	1	batel
750000	190	4	1	2	2	batel
2190000	302	4	1	3	2	batel
1800000	370	3	NA	4	2	batel
690000	150	3	4	2	1	batel
532000	158	2	2	2	1	batel
2420000	241	4	1	4	3	batel
980000	239	4	2	2	2	batel
3500000	355	4	5	4	4	batel
1099900	117	1	2	1	1	batel
635000	107	3	3	1	1	batel
650000	224	3	3	1	1	batel
720000	116	3	4	2	1	batel
2611340	233	3	5	3	3	batel
2050000	206	3	5	3	3	batel
662000	84	1	NA	1	1	batel
193000	40	1	1	NA	NA	batel
960000	200	2	NA	2	1	batel
750000	181	4	4	2	1	batel
322000	55	2	2	1	1	batel
750000	190	4	3	2	2	batel
1270000	262	3	3	3	3	batel
1830000	291	4	4	3	4	batel
722000	76.02	2	2	2	1	batel
1350000	266.5	4	1	2	NA	batel
2150000	391	3	NA	3	3	batel
510000	119	3	4	1	1	batel
350000	73	3	2	1	NA	batel
490000	85	2	1	1	2	batel
4999900	398	4	4	2	4	batel
630000	149	NA	NA	NA	NA	batel
246000	29.72	1	1	NA	NA	batel
650000	147	3	4	1	1	batel
650000	128	3	2	2	1	batel
725000	136	3	3	2	1	batel
1200000	258.7	4	1	3	NA	batel
755000	96	3	3	2	1	batel
3500000	354	4	NA	4	4	batel
526000	60	2	NA	1	NA	batel
1300000	288	4	4	3	2	batel
890000	177	3	1	3	2	batel
480000	86.74	3	NA	1	1	batel
945000	238	4	4	2	1	batel
332000	41.92	1	1	NA	NA	batel
750000	185	4	4	2	2	batel
1100000	83.24	2	NA	1	2	batel
1000900	101.43	3	2	2	1	batel
840000	120	2	3	2	1	batel
1090000	227	4	1	3	2	batel
3118745	331	4	NA	5	4	batel
550000	87.78	3	NA	NA	1	batel
416000	41.06	1	NA	1	NA	batel
526000	59.69	2	1	1	NA	batel
850000	208	3	4	2	1	batel
1650000	323	3	2	3	1	batel
1598000	168.36	3	NA	2	1	batel
650000	106	3	2	2	1	batel
580000	146	4	2	1	1	batel
625000	187	3	4	1	1	batel
870000	270	4	1	3	2	batel
2700000	273	4	6	4	4	batel
1190000	150	3	NA	2	1	batel
580000	118	3	4	1	1	batel
1099000	108	2	NA	2	1	batel
750000	186	4	3	2	2	batel
370000	90.2	1	NA	2	NA	batel
326400	61	2	2	1	1	batel
2250000	462	3	1	4	3	batel
430000	107	3	4	1	1	batel
306150	35.27	1	1	NA	NA	batel
2950000	443	4	7	4	4	batel
1495000	199	4	3	3	2	batel
1370000	152.9	3	NA	2	1	batel
539900	65	1	2	1	1	batel
999999	185	3	3	4	1	batel
595000	140	4	3	1	1	batel
650000	146	3	3	1	1	batel
5423660	398	4	7	4	4	batel
2090000	236	4	NA	4	4	batel
935000	114	2	4	2	2	batel
750000	178	3	2	2	1	batel
700000	190	3	1	2	1	batel
3450000	355	NA	3	4	4	batel
550000	62	1	NA	1	1	batel
1700000	401	3	4	4	1	batel
195000	35	1	1	NA	NA	batel
597000	132.45	4	2	1	1	batel
345735	41.93	1	NA	NA	NA	batel
531900	59.69	2	NA	1	NA	batel
3150000	287	4	NA	4	NA	batel
637295	68.32	1	NA	2	1	batel
3380000	380	4	4	4	4	batel
3370000	312	4	5	3	2	batel
4900000	960	5	NA	5	5	batel
1022000	107.93	3	NA	2	1	batel
1022000	107.93	3	NA	2	1	batel
335885	41.92	1	NA	NA	NA	batel
560000	89.5	1	NA	2	NA	batel
552420	65.09	2	NA	1	1	batel
260000	31.92	1	NA	NA	NA	batel
1600000	285	4	2	3	2	batel
702305	76.01	2	NA	2	1	batel
337855	41.93	1	NA	NA	NA	batel
630000	92	3	2	2	1	batel
900000	180	3	2	2	1	batel
650000	126	3	2	2	1	batel
1200000	274.4	4	NA	2	NA	batel
820000	227	4	5	2	4	batel
1900000	451.3	5	NA	4	NA	batel
1500000	474	3	NA	3	NA	batel
195000	45	1	1	NA	NA	batel
1800000	200	2	NA	2	NA	batel
450000	98.2	3	NA	1	NA	batel
2800000	625	4	7	5	4	batel
1800000	500	4	7	3	4	batel
1400000	188	3	NA	2	3	batel
1050000	179.1	3	NA	NA	2	batel
538000	65.09	2	NA	1	NA	batel
494699	73	2	2	1	1	batel
820000	181.9	4	NA	NA	NA	batel
3600000	351.7	4	NA	2	NA	batel
1350000	258	3	6	3	3	batel
830000	228	4	NA	2	NA	batel
990000	239.21	4	NA	NA	3	batel
1050000	211.5	4	NA	3	2	batel
990000	215	4	5	3	2	batel
300000	55.8	1	NA	1	NA	batel
850000	190.59	4	NA	2	NA	batel
600000	106	3	3	2	1	batel
990000	133	3	5	3	3	batel
595000	107	3	2	1	1	batel
380110	35	1	1	1	NA	batel
600000	107	3	3	2	1	batel
650000	108	3	2	2	1	batel
2150000	277.9	3	NA	4	3	batel
649000	130	3	3	2	1	batel
920000	248	4	NA	3	2	batel
690000	150	3	4	2	1	batel
529000	65.09	2	NA	1	NA	batel
1050000	179.1	3	NA	NA	2	batel
1300000	198	4	3	2	1	batel
1980000	321	3	4	4	3	batel
600000	130	3	3	2	1	batel
435000	70	2	2	1	1	batel
646600	90	3	2	2	1	batel
750000	147	4	NA	4	1	batel
750000	180	3	4	1	1	batel
1100000	133.57	3	NA	3	NA	batel
490000	97.83	3	2	1	1	batel
539000	94	3	2	2	1	batel
3500000	355	4	NA	4	NA	batel
950000	167.11	3	NA	2	2	batel
480000	117	3	2	1	1	batel
2295000	380	4	NA	4	4	batel
927654	126	3	1	2	1	batel
310000	65	2	2	1	1	batel
4500000	344.16	4	6	5	1	batel
540000	135	3	4	2	1	batel
409000	41.93	1	NA	1	NA	batel
1370000	152.9	3	NA	2	1	batel
299900	56	2	1	1	NA	batel
840000	178	4	4	2	2	batel
495000	122	3	1	1	1	batel
1300000	188	4	6	2	2	batel
450000	169	3	1	1	1	batel
750	145	3	5	2	3	batel
1090000	304	4	3	2	2	batel
895000	179	4	1	2	2	batel
650000	118	2	3	2	1	batel
1421340	181.28	4	4	2	3	batel
1080000	171	3	3	3	1	batel
470000	158	3	NA	1	1	batel
1250000	162	4	4	2	1	batel
1200000	220	4	5	2	3	batel
1980000	265	3	5	3	3	batel
670000	113	NA	NA	NA	NA	batel
1300000	120	2	3	2	2	batel
782700	96	3	3	2	2	batel
470000	88	2	2	1	1	batel
670000	140	4	2	2	1	batel
1150000	170	4	1	3	2	batel
480000	135	3	NA	1	NA	batel
1099000	134	3	4	3	3	batel
950000	200	4	4	2	1	batel
460000	92	2	3	1	2	batel
295000	32	1	1	NA	NA	batel
221000	30	1	1	1	NA	batel
800000	142	4	NA	2	1	batel
3730000	409	3	7	4	3	batel
183000	34	1	1	NA	NA	batel
600000	114.2	3	NA	2	NA	batel
1300000	210	4	1	2	3	batel
1250000	242	4	5	3	2	batel
1160000	252	4	NA	3	2	batel
650000	162	4	4	1	1	batel
1200000	211	4	5	3	2	batel
690000	158	4	3	2	1	batel
1600000	296	5	6	3	5	batel
1115000	228	3	2	2	1	batel
720000	115	3	3	2	1	batel
1300000	121	2	NA	2	2	batel
2845060	308.64	4	5	4	4	batel
485000	120	3	2	1	1	batel
830000	227	4	9	2	4	batel
630000	93	3	2	2	1	batel
820000	71.03	2	NA	2	1	batel
650000	158	4	NA	2	1	batel
475000	117	3	3	1	1	batel
5423660	398	4	NA	4	4	batel
2711780	235	3	NA	3	3	batel
199500	29.87	1	NA	NA	NA	batel
595000	120	3	NA	NA	1	batel
845000	240	3	NA	3	NA	batel
740000	203.1	2	NA	2	NA	batel
1228900	140	3	2	2	1	batel
760000	142.1	4	NA	2	NA	batel
950000	390	4	NA	3	NA	batel
1099999	220	4	5	3	2	batel
980000	146	3	4	2	1	batel
690000	158	4	3	2	1	batel
3600000	274.93	3	NA	3	NA	batel
325000	66	3	3	1	1	batel
590340	72	2	2	1	1	batel
2800000	474.5	5	NA	NA	NA	batel
3150000	488.11	NA	NA	4	3	batel
347000	50	1	NA	1	NA	batel
510000	134	3	4	1	1	batel
750000	109	2	2	1	2	batel
321160	55	2	2	1	1	batel
1585000	297	4	NA	3	4	batel
1284000	272	4	5	2	2	batel
1950000	330	4	10	4	4	batel
1490000	382	4	NA	3	2	batel
1545000	286	4	7	3	2	batel
1000000	162	3	3	NA	3	batel
1500000	260	4	4	4	2	batel
435000	70	2	1	1	1	batel
1484000	273.86	4	NA	3	2	batel
525000	60	2	NA	1	NA	batel
2040000	264.7	3	NA	3	3	batel
2100000	208	3	5	3	3	batel
890000	286	4	4	2	1	batel
750000	197	3	1	2	1	batel
1079000	108	2	NA	2	1	batel
650000	128	3	3	1	1	batel
2690900	233	3	NA	NA	3	batel
825000	146	3	5	2	3	batel
400000	80.92	3	NA	1	1	batel
650000	168	3	NA	2	2	batel
3500000	354	4	NA	4	4	batel
1050000	202	4	1	2	2	batel
1200000	244	3	4	3	3	batel
1150000	220	4	1	3	2	batel
1900000	565.7	4	NA	4	4	batel
575000	120	3	2	1	1	batel
2000000	241	4	NA	3	4	batel
860000	154	3	4	2	2	batel
2495000	422	4	6	5	4	batel
690000	120	3	2	2	1	batel
385000	66	3	2	1	1	batel
3880000	488	3	2	4	3	batel
690000	145	4	3	1	1	batel
597500	132	4	5	1	1	batel
570000	155	4	3	1	1	batel
540000	139	3	2	1	1	batel
370000	89	1	2	1	1	batel
1500000	182.27	3	NA	2	3	batel
507098	45	1	1	1	1	batel
1180000	250	4	NA	3	3	batel
600000	93.13	2	NA	2	1	batel
650000	120	3	2	2	1	batel
368000	82.42	2	2	1	1	batel
800000	197	4	3	2	1	batel
1300000	227	3	3	2	NA	batel
790000	165.33	3	1	2	1	batel
1400000	286.53	4	NA	3	NA	batel
1100000	229	4	5	2	2	batel
540000	102	3	NA	1	1	batel
750000	186	4	2	2	2	batel
649000	107	3	1	NA	1	batel
230000	48	1	1	NA	NA	batel
1125000	184.47	3	NA	2	1	batel
750000	178	4	1	1	1	batel
280000	37.21	1	NA	NA	NA	batel
430000	73.44	2	NA	1	1	batel
990000	211	4	3	3	2	batel
1100000	266	4	NA	4	2	batel
420000	64.17	2	NA	1	NA	batel
950000	220	4	3	2	3	batel
555000	103	3	2	1	1	batel
700000	105	1	2	2	1	batel
1000000	295.91	3	4	3	3	batel
1250000	250	4	3	2	2	batel
563800	45	1	1	1	1	batel
507098	45	2	2	1	2	batel
790100	133	3	5	2	NA	batel
1400000	350	3	3	4	1	batel
2649899	233	3	6	3	3	batel
4999899	398	4	7	4	4	batel
550000	154	3	NA	1	1	batel
890000	177.41	3	NA	3	NA	batel
530000	114	2	2	2	1	batel
940000	121	1	2	2	1	batel
1900000	224	4	3	3	3	batel
1500000	350	4	4	3	2	batel
1950000	327	4	NA	3	4	batel
2649900	315	3	NA	3	3	batel
1200000	288	4	4	3	2	batel
220000	43.26	1	1	NA	NA	batel
1500000	350	4	3	3	2	batel
616000	125	3	3	2	1	batel
1115738	117	1	2	2	1	batel
307851	55	2	1	NA	NA	batel
310752	55	2	1	1	NA	batel
1000000	177	3	4	2	3	batel
650000	160	3	NA	2	1	batel
507098	45	1	1	1	NA	batel
312901	50	2	1	1	NA	batel
780986	82	2	2	NA	2	batel
547674	65	1	2	1	1	batel
510000	123	3	1	NA	1	batel
820000	145	3	1	1	NA	batel
2800000	413	4	6	5	4	batel
1280000	238	4	4	2	2	batel
850000	132	3	3	2	1	batel
1400000	182	3	3	2	3	batel
695000	186	3	1	NA	1	batel
780000	168	3	2	2	1	batel
540000	90	2	3	1	2	batel
768000	158	4	3	2	1	batel
900000	337	4	3	2	1	batel
1500000	228	4	4	2	2	batel
2090000	248	4	3	4	2	batel
345000	138	3	1	NA	1	batel
998000	150	3	NA	2	1	batel
480000	98	3	1	1	1	batel
650000	107	3	2	2	1	batel
3490000	450	4	NA	5	4	batel
265000	31	1	1	NA	NA	batel
720000	158	4	3	2	1	batel
2150000	208	3	4	3	3	batel
1790000	433	5	6	4	3	batel
537530	45	1	NA	1	NA	batel
1480000	331	4	1	3	2	batel
1179290	133	4	4	3	2	batel
3950000	497	3	5	5	3	batel
5423000	398	4	7	4	4	batel
630000	149	3	3	1	1	batel
872282	82	2	NA	2	2	batel
2612000	233	3	5	3	3	batel
2650000	540	5	7	5	4	batel
608538	65	1	NA	1	1	batel
507098	45	1	NA	1	NA	batel
1100000	253	4	5	2	2	batel
780986	82	2	NA	1	2	batel
588250	65	1	NA	1	1	batel
690000	101	2	NA	2	1	batel
851944	82	2	NA	1	2	batel
539900	65	1	NA	1	1	batel
415000	87	3	2	1	1	batel
1099900	117	1	2	2	1	batel
700000	140	4	3	2	1	batel
1350000	240	3	3	3	3	batel
789900	82	2	2	1	2	batel
689000	157	3	NA	2	1	batel
5423660	398	4	NA	4	4	batel
1800000	280	4	5	3	2	batel
950000	169.15	3	5	2	3	batel
2711780	235	3	NA	3	3	batel
750000	180	4	4	2	1	batel
906381	222	2	NA	2	1	batel
840000	184	4	2	2	1	batel
2100000	261	4	NA	4	3	batel
780000	162	4	1	2	1	batel
1200000	485	4	NA	4	4	batel
1300000	197	3	4	2	3	batel
2350000	523	2	NA	3	2	batel
980000	220	4	4	3	2	batel
1650000	197	3	6	2	3	batel
790000	190	4	NA	2	2	batel
1350000	238	4	4	2	2	batel
360000	59	1	2	1	1	batel
1900000	248	4	5	4	2	batel
340000	95	3	2	1	1	batel
850000	160	4	3	2	1	batel
460000	70	2	NA	1	1	batel
3900000	520.99	4	NA	5	NA	batel
598000	124	2	3	2	1	batel
1338750	181	4	3	4	2	batel
1700000	316	3	4	2	2	batel
1750000	345	3	3	4	1	batel
980000	220	4	6	3	2	batel
408870	41.93	1	NA	1	NA	batel
316185	41.93	1	NA	NA	NA	batel
980000	255.2	3	NA	2	NA	batel
1500000	148.4	2	1	1	NA	batel
480000	89	2	2	1	1	batel
600790	66	2	NA	1	NA	batel
729520	76	2	NA	1	NA	batel
650000	108	3	NA	NA	1	batel
311070	36	1	NA	NA	NA	batel
180000	44.11	1	NA	NA	NA	batel
900000	266	4	NA	NA	NA	batel
1550000	366	4	6	4	4	batel
2000000	453	4	NA	2	NA	batel
1500000	328	4	NA	3	2	batel
3600000	617	4	6	5	4	batel
750000	142	4	2	2	1	batel
435000	125	3	NA	1	NA	batel
470000	100	3	3	2	1	batel
1100000	220	4	4	3	4	batel
599000	100	3	2	1	1	batel
2599900	233	3	4	3	3	batel
1250000	291	3	3	2	2	batel
830000	330	3	3	3	1	batel
650000	107	3	2	2	1	batel
3500000	408	4	6	5	4	batel
970000	133	3	5	2	3	batel
990000	220	4	5	2	2	batel
1100000	224	4	1	3	NA	batel
1100000	196.7	4	1	2	NA	batel
428000	53	1	1	1	NA	batel
640000	150.58	3	2	2	1	batel
4999900	398	4	NA	4	4	batel
215000	39.92	1	NA	1	NA	batel
2999900	235	3	NA	3	3	batel
690000	156	3	NA	2	NA	batel
2000000	228.6	4	NA	3	NA	batel
277260	36	1	NA	NA	NA	batel
501849	66	2	NA	1	NA	batel
969900	137	2	2	2	2	batel
725119	76	2	NA	1	NA	batel
650000	133	3	NA	1	1	batel
1750000	315.58	4	NA	3	4	batel
890000	181	4	2	2	1	batel
1100000	185	3	3	2	1	batel
650000	110	3	NA	2	1	batel
1280000	282	4	2	NA	2	batel
900000	208.41	4	3	2	1	batel
725000	134	3	4	2	1	batel
488500	76	NA	NA	NA	NA	batel
750000	190	4	4	2	2	batel
1115739	117	1	NA	2	1	batel
547675	65	1	NA	1	1	batel
600000	114	3	3	2	1	batel
780987	82	2	NA	1	2	batel
983867	137	2	NA	2	2	batel
500000	98	3	3	1	1	batel
358000	64	2	2	1	1	batel
1100000	191	3	4	2	3	batel
1153200	117	1	NA	2	1	batel
1180000	272	3	NA	3	1	batel
1014600	137	2	NA	2	2	batel
812600	82	2	NA	1	2	batel
315000	50	1	1	1	NA	batel
270000	84.35	2	1	1	NA	batel
375000	66	2	2	1	NA	batel
395000	66	3	2	1	1	batel
490000	130	2	2	1	1	batel
1480000	208	3	4	4	3	batel
540000	145	2	3	NA	2	batel
850000	177	3	NA	3	2	batel
387000	74	3	2	1	1	cabral
387000	74	3	2	1	1	cabral
948200	120.87	3	4	3	3	cabral
815569	117.05	3	1	3	1	cabral
1500000	182	3	NA	3	3	cabral
631000	124	4	4	3	2	cabral
631000	124	4	4	3	2	cabral
565000	121.49	3	4	2	1	cabral
2999900	283	4	6	4	4	cabral
2999900	283	4	6	4	4	cabral
1480000	182	3	4	3	3	cabral
351900	63	2	2	1	1	cabral
415900	85	3	2	2	1	cabral
1100000	176	3	5	2	3	cabral
387000	74	3	2	1	1	cabral
631000	124	4	4	3	2	cabral
1750000	231	3	5	3	3	cabral
378548	63.45	2	1	1	1	cabral
554288	88.79	3	1	2	1	cabral
431900	85	3	2	2	1	cabral
938900	166	3	3	3	1	cabral
450000	89	3	3	1	1	cabral
463900	85	3	2	2	1	cabral
520000	111	3	2	2	1	cabral
4000000	383	4	6	5	4	cabral
310000	77	2	1	1	NA	cabral
329889	67	2	2	NA	1	cabral
1250000	156	3	4	2	3	cabral
277000	118	3	3	1	1	cabral
1100000	215	4	2	2	2	cabral
299000	68	3	1	1	NA	cabral
379500	74.12	3	NA	1	1	cabral
365000	74	3	2	1	1	cabral
365000	74	3	2	1	1	cabral
2200000	399	4	5	5	4	cabral
876000	165	4	4	2	2	cabral
359908	64.26	2	1	1	1	cabral
380000	105	3	2	2	1	cabral
550000	92.22	2	2	1	NA	cabral
340000	74.9	3	NA	1	1	cabral
550000	112	3	3	1	1	cabral
395000	75.75	3	NA	1	1	cabral
361200	74	3	NA	1	1	cabral
399900	74	3	2	2	1	cabral
254500	62	2	2	1	1	cabral
820000	150	4	3	2	1	cabral
465000	79	3	3	1	1	cabral
398000	89	3	2	1	1	cabral
595000	112	3	2	1	1	cabral
600000	121	3	4	2	1	cabral
950000	230	4	NA	1	3	cabral
519000	85	3	2	2	1	cabral
1280000	145	3	5	3	3	cabral
500000	109	3	2	2	1	cabral
365000	74	3	2	1	1	cabral
2999900	283	4	6	4	4	cabral
841300	120.87	4	4	2	2	cabral
422501	64.26	2	1	2	1	cabral
2200304	247	4	NA	NA	NA	cabral
720000	140	3	3	2	1	cabral
460000	84	2	2	1	1	cabral
459000	82	2	2	2	1	cabral
2500000	234	3	4	4	3	cabral
387000	98	3	1	1	1	cabral
6016356	452	4	NA	4	4	cabral
710500	124	4	4	3	2	cabral
480000	116	3	3	1	1	cabral
425000	120	3	1	1	1	cabral
420000	74	2	2	2	1	cabral
890000	240	3	3	2	1	cabral
695000	116	3	1	1	1	cabral
626500	104	3	3	2	1	cabral
475000	93	3	2	2	1	cabral
519000	85	3	2	2	1	cabral
725000	120	3	NA	NA	NA	cabral
544000	109	3	3	2	1	cabral
544000	109	3	3	2	1	cabral
370000	74	3	2	2	1	cabral
503243	85.45	3	1	2	1	cabral
520000	104	3	3	1	1	cabral
254500	62	2	2	1	1	cabral
565000	121	3	3	2	1	cabral
425000	120	4	2	1	1	cabral
3500000	600	4	7	6	4	cabral
1300000	125	3	4	4	3	cabral
355000	74	3	2	1	1	cabral
875000	190	4	3	2	1	cabral
450000	101	3	3	1	1	cabral
3013100	283	4	NA	4	4	cabral
876000	165	3	4	2	2	cabral
375000	64	2	2	1	1	cabral
740000	128	3	4	2	1	cabral
300000	74	2	2	1	NA	cabral
526000	104	3	3	2	1	cabral
320000	100	2	2	1	1	cabral
526000	104	3	3	2	1	cabral
430000	105	3	3	2	1	cabral
544000	109	3	3	2	1	cabral
5900000	452	4	6	NA	4	cabral
750000	130	3	2	1	1	cabral
348700	74.55	3	NA	1	1	cabral
350700	74.22	3	NA	1	1	cabral
6017000	452	4	8	5	4	cabral
400000	76	3	2	1	1	cabral
6017000	452	4	8	5	4	cabral
459000	82	2	2	2	1	cabral
320000	70	2	1	NA	NA	cabral
330000	58.31	2	NA	1	1	cabral
3400000	425.82	3	NA	4	3	cabral
1150000	183.7	NA	NA	NA	NA	cabral
3990000	385.17	4	4	4	4	cabral
730000	170	3	3	2	1	cabral
4500000	588	4	NA	5	4	cabral
420000	160	3	NA	1	NA	cabral
350000	68.09	2	NA	1	NA	cabral
795000	125.01	3	1	2	1	cabral
1099405	176	3	1	2	3	cabral
5900000	452	4	6	5	4	cabral
750000	130	3	2	1	1	cabral
490000	71	3	NA	NA	1	cabral
589900	74.9	3	NA	1	1	cabral
370000	120	3	NA	1	1	cabral
880000	143	3	3	2	1	cabral
2850000	385.17	4	4	4	4	cabral
320000	61	2	1	1	1	cabral
390000	74	3	2	1	1	cabral
1545000	181	3	6	2	3	cabral
2300000	264	NA	NA	5	NA	cabral
1578000	192.33	4	4	3	4	cabral
494950	80.88	3	1	2	1	cabral
1741000	192.33	4	4	3	4	cabral
620000	100	3	1	2	1	cabral
1990000	293	4	4	3	2	cabral
345545	60.43	2	1	1	1	cabral
660000	143	3	1	2	1	cabral
1580000	228	4	3	3	2	cabral
810000	125.01	3	1	2	1	cabral
326370	60.43	2	1	1	1	cabral
973800	120.87	4	4	3	2	cabral
299000	66	3	1	1	NA	cabral
490000	103	3	1	1	1	cabral
340100	74.22	3	NA	1	1	cabral
845000	173	3	2	2	1	cabral
285000	87	3	1	1	1	cabral
354190	60.43	2	1	1	1	cabral
297000	74	3	2	1	NA	cabral
344000	74	3	2	1	1	cabral
430000	120	4	3	1	1	cabral
285000	61	3	2	1	1	cabral
780000	103	3	2	2	1	cabral
570000	116.2	3	1	1	NA	cabral
900000	139	3	3	2	1	cabral
1683000	192.33	4	4	3	4	cabral
330000	74.37	3	NA	1	1	cabral
1100000	183	4	5	2	2	cabral
460000	107	3	1	1	1	cabral
3415000	283	4	6	4	4	cabral
508498	80.88	3	1	2	1	cabral
362967	60.43	2	1	1	1	cabral
525984	85	3	NA	2	1	cabral
2500000	393	3	6	4	3	cabral
765900	120	3	4	2	3	cabral
989000	129	3	4	2	1	cabral
3950000	363	4	NA	5	4	cabral
335500	74.55	3	NA	1	1	cabral
455400	74.9	3	1	NA	1	cabral
920000	240	4	2	2	2	cabral
495000	77	2	1	NA	1	cabral
550000	95	2	2	1	1	cabral
559728	80.88	3	1	2	1	cabral
499000	71	3	1	2	1	cabral
340000	58.97	2	NA	1	1	cabral
362500	74	3	1	NA	1	cabral
1235000	170	4	4	2	2	cabral
440000	87	2	2	1	1	cabral
570000	94	2	1	2	1	cabral
482353	80.88	3	1	2	1	cabral
880000	125.01	3	1	3	1	cabral
369700	74	3	2	1	1	cabral
522630	80.88	3	1	2	1	cabral
1741000	192.33	4	4	3	4	cabral
360000	110	3	3	1	1	cabral
487344	95.3	3	1	2	1	cabral
1949000	240	3	5	3	3	cabral
965000	184	4	4	2	2	cabral
750000	129	3	NA	2	1	cabral
580000	121	3	NA	2	1	cabral
795000	125.01	3	1	2	1	cabral
1790000	382	4	6	3	3	cabral
3013100	283	4	NA	2	4	cabral
373922	60.43	2	1	1	1	cabral
1300000	189	3	NA	3	1	cabral
1070000	208.1	4	NA	3	NA	cabral
432000	85	3	3	2	1	cabral
3213980	283	4	NA	2	4	cabral
355800	75	3	NA	1	1	cabral
398000	89	3	2	1	1	cabral
416768	85	3	3	2	1	cabral
339000	55	2	1	1	1	cabral
290000	65	3	1	NA	NA	cabral
320000	76	3	1	1	NA	cabral
354124	60.43	2	1	1	1	cabral
342000	74	3	1	1	1	cabral
290000	84	2	2	1	1	cabral
350000	97	3	3	1	1	cabral
620000	107	3	3	1	1	cabral
1200000	260	3	1	4	3	cabral
1100000	145	3	1	3	3	cabral
615000	107	3	2	1	1	cabral
450000	82.73	3	4	1	1	cabral
1747000	192.33	4	4	3	4	cabral
470000	115	3	1	2	1	cabral
820000	125.01	3	1	2	1	cabral
810000	125.01	3	1	2	1	cabral
297000	74	3	1	1	NA	cabral
3300000	380	4	7	4	4	cabral
332000	70	2	2	1	1	cabral
520000	76	3	2	2	1	cabral
1100000	145	3	4	3	3	cabral
289889	54	2	2	1	1	cabral
655500	109	3	3	2	1	cabral
1000000	145	3	4	3	3	cabral
390000	129	3	3	1	1	cabral
400000	106	3	4	1	2	cabral
1070000	145	3	6	3	3	cabral
417175	63.45	2	1	2	1	cabral
625000	153	3	3	2	1	cabral
1500000	240	3	3	3	2	cabral
580000	112	3	1	1	1	cabral
3113540	283	4	NA	2	4	cabral
339000	55	2	1	1	1	cabral
3213980	283	4	NA	2	4	cabral
1683000	192.33	4	4	3	4	cabral
545595	80.88	3	1	2	1	cabral
517242	80.88	3	1	2	1	cabral
435000	74.59	3	NA	2	1	cabral
354190	60.43	2	1	1	1	cabral
355000	74	3	2	1	1	cabral
