preco	area	quartos	banheiros	vagas	suites	bairro
349000	130	3	3	2	1	agua-verde
370000	110	3	NA	1	1	agua-verde
500000	100.64	3	NA	1	1	agua-verde
240000	65	3	1	1	NA	agua-verde
530000	75	2	2	2	1	agua-verde
370000	90	3	NA	1	NA	agua-verde
1180000	385	4	3	3	2	agua-verde
479000	101.4	3	1	1	NA	agua-verde
435000	110.5	3	1	1	NA	agua-verde
365000	61.17	2	NA	1	1	agua-verde
906047	201	3	3	2	3	agua-verde
532544	100.75	3	2	2	NA	agua-verde
1145000	228	4	3	NA	3	agua-verde
1190000	228	4	3	NA	3	agua-verde
570945	100.75	3	2	2	1	agua-verde
680000	110	3	4	2	1	agua-verde
557789	100.75	3	2	2	1	agua-verde
822000	202	3	3	2	1	agua-verde
650000	94	2	2	2	2	agua-verde
1215000	228	4	3	NA	3	agua-verde
535000	89	2	NA	2	1	agua-verde
600000	102	3	2	1	1	agua-verde
1000000	225	3	4	3	3	agua-verde
730000	154.68	3	NA	3	2	agua-verde
595000	94.64	3	2	2	1	agua-verde
833000	255	3	NA	2	1	agua-verde
460000	75	2	NA	2	1	agua-verde
750000	136	4	4	3	1	agua-verde
395026	80	3	2	1	1	agua-verde
333000	103	3	2	2	1	agua-verde
280000	76	3	1	1	NA	agua-verde
800000	139	3	5	2	3	agua-verde
375000	70	3	1	1	NA	agua-verde
644112	115	2	2	2	1	agua-verde
495000	87	3	3	2	1	agua-verde
1950000	350	4	5	3	4	agua-verde
850000	211	4	5	2	2	agua-verde
752125	120	3	NA	2	1	agua-verde
2829350	308	4	2	4	3	agua-verde
278000	77	2	2	1	NA	agua-verde
759900	96	3	1	2	1	agua-verde
800000	120	2	NA	2	1	agua-verde
160000	32	1	1	NA	NA	agua-verde
1160600	134	3	1	3	3	agua-verde
663848	86	2	NA	2	2	agua-verde
900000	519.8	4	NA	NA	NA	agua-verde
424000	123	2	1	1	1	agua-verde
259000	59	3	2	1	NA	agua-verde
442200	77	2	2	2	1	agua-verde
462400	56.83	1	1	1	NA	centro
375000	66	2	2	1	NA	centro
429000	70	2	2	1	1	centro
370000	60	2	2	2	NA	centro
850000	227.97	4	4	2	4	centro
429000	70	2	2	1	1	centro
410900	69	2	2	1	1	centro
390000	83	3	1	1	1	centro
320000	46.51	1	1	1	NA	centro
296900	46	1	1	1	NA	centro
489900	69	2	2	1	1	centro
670000	109	1	1	2	1	centro
265000	44.08	2	1	2	NA	centro
275000	85	2	1	1	NA	centro
208700	34.1	1	1	NA	NA	centro
531530	70.76	2	2	NA	1	centro
1190000	299	4	4	2	1	centro
369000	91.87	3	NA	NA	1	centro
245000	48	1	1	1	NA	centro
290000	90	2	2	1	1	centro
760000	115	3	3	2	1	centro
530000	121.26	3	3	1	1	centro
395000	100	3	1	1	1	centro
230000	33.08	1	1	1	NA	centro
230000	50	2	1	NA	NA	centro
296000	70	2	1	2	NA	centro
250000	45	1	1	2	NA	centro
398000	131	3	3	1	1	centro
210300	35.08	1	1	NA	NA	centro
478800	56.83	1	1	2	1	centro
750000	120	NA	NA	NA	NA	centro
259000	30.17	1	1	1	NA	centro
465000	96.8	3	NA	NA	1	centro
561480	73	2	NA	NA	1	centro
275000	60	1	1	1	NA	centro
230000	33.08	1	1	1	NA	centro
199000	38	1	1	NA	1	centro
448200	67	2	NA	2	NA	centro
541140	71	2	NA	NA	1	centro
737000	92.32	2	1	2	1	centro
382680	55	1	NA	1	NA	centro
958800	136	3	NA	2	1	centro
510000	100	1	1	1	1	centro
170000	42.94	1	NA	NA	NA	centro
149000	45	1	1	NA	NA	centro
395000	131	3	1	1	1	centro
260000	56.1	2	1	1	NA	centro
175000	43	1	1	NA	1	centro
170000	38	1	NA	NA	NA	centro
418900	64.06	2	1	2	NA	centro
398000	150.6	3	3	1	1	centro
2300000	208	3	3	3	3	centro
1447000	152.9	3	2	2	1	centro
451057	69.32	2	1	1	1	centro
225000	69	2	1	NA	NA	centro
340000	55	1	1	1	NA	centro
298000	41	1	1	1	NA	centro
300000	60	2	1	NA	NA	centro
330000	109	3	3	NA	NA	centro
460000	198	3	3	1	1	centro
430000	148	3	4	1	1	centro
298000	90	3	2	NA	NA	centro
330000	134	3	2	NA	NA	centro
630000	56.02	1	NA	1	1	centro
1050000	197	4	5	2	2	centro
285000	39	1	1	1	1	centro
195000	35	1	1	NA	NA	centro
250000	100	2	2	NA	NA	centro
265000	30	1	1	NA	1	centro
435000	48	1	NA	NA	NA	centro
817500	129.28	2	2	2	1	centro
449250	47.73	1	1	1	NA	centro
245000	34	1	1	1	1	centro
380000	160	3	2	NA	1	centro
1447000	152.9	3	2	2	1	centro
411500	58	1	NA	1	NA	centro
299999	47	1	1	1	NA	centro
245800	28	1	NA	NA	NA	centro
189000	33.5	1	1	NA	NA	centro
265000	30	1	1	NA	1	centro
1517600	330	4	NA	3	2	centro
280000	92	2	1	1	NA	centro
285000	58	1	1	NA	1	centro
348400	45	1	1	1	NA	centro
370000	120	3	1	1	NA	centro
570000	166	4	4	1	1	centro
174900	43	1	1	NA	1	centro
1335000	496	4	4	1	1	centro
298000	75	2	1	NA	NA	centro
600000	106	2	4	1	2	centro
475300	69	2	2	1	1	centro
210000	70	2	2	NA	NA	centro
551620	73.37	2	2	NA	1	centro
1508500	330.01	4	5	3	2	centro
537300	112	2	NA	2	1	centro
1079000	107.93	3	2	1	1	centro
580000	93	2	1	1	1	centro
2200000	227	3	3	NA	3	centro
280000	53	2	1	NA	NA	centro
430000	121	3	1	2	1	centro
220000	38	1	1	NA	NA	centro
429000	70	2	2	1	1	centro
460000	90	3	2	1	NA	centro
250000	109	3	1	NA	NA	centro
315000	45	1	1	1	1	centro
285000	39	1	1	1	1	centro
140000	25	1	1	NA	NA	centro
247000	36	1	1	1	NA	centro
890000	159	2	4	2	2	centro
440000	35	1	1	NA	1	centro
495000	134	3	2	1	1	centro
270000	35	1	NA	NA	NA	centro
535000	149	3	2	1	NA	centro
203200	34	1	NA	NA	1	centro
655000	76.01	2	2	1	1	centro
386800	59	2	2	1	1	centro
680000	145	3	4	2	1	centro
1079000	107.93	3	2	2	1	centro
245000	43.08	1	1	1	NA	centro
739900	104	3	NA	2	1	centro
402000	100	2	1	NA	1	centro
240000	33	1	1	NA	NA	centro
378000	45	1	1	1	NA	centro
370000	45	1	1	1	NA	centro
208260	34	1	NA	NA	NA	centro
190000	40	1	1	NA	NA	centro
1300000	140	3	3	3	1	centro
145000	29	1	1	NA	NA	centro
247900	33	NA	NA	NA	NA	centro
239900	79	1	1	1	NA	centro
240000	41	1	1	NA	NA	centro
250000	27	1	1	1	NA	centro
170000	31	1	NA	NA	NA	centro
210000	32	1	1	NA	NA	centro
398000	121	3	3	2	1	centro
185000	32	1	1	NA	NA	centro
298000	94	2	NA	NA	NA	centro
480000	121	3	2	1	1	centro
198000	24.5	1	NA	1	NA	centro
282000	39.5	1	NA	1	NA	centro
680000	177.7	4	2	1	1	centro
210000	45.52	2	NA	1	NA	centro
270000	84.35	2	NA	NA	NA	centro
350000	129.5	3	NA	NA	NA	centro
195000	77.5	2	NA	NA	NA	centro
270000	79.26	2	2	NA	1	centro
135000	40	1	1	NA	NA	centro
350000	40	1	1	1	NA	centro
350000	55	1	1	1	NA	centro
496900	62	2	NA	1	NA	centro
275000	58	2	1	1	1	centro
990000	157	4	2	2	2	centro
280000	34	1	1	NA	NA	centro
260000	104	3	2	1	NA	centro
426000	41.92	1	1	1	NA	centro
292873	46.51	1	1	1	NA	centro
198990	28	1	1	NA	NA	centro
239900	39	1	1	NA	NA	centro
800000	86	2	2	NA	NA	centro
330000	121.2	3	NA	NA	NA	centro
310000	53	2	1	1	NA	centro
465000	162	3	3	NA	NA	centro
335000	65	2	1	1	NA	centro
208000	73.4	1	NA	1	NA	centro
344100	39	1	1	1	1	centro
200000	26	1	1	NA	NA	centro
750000	241	4	4	2	1	centro
341400	41	1	NA	NA	NA	centro
530000	140	NA	NA	NA	NA	centro
450400	66.66	2	1	2	NA	centro
236000	50	2	1	NA	1	centro
480000	125	3	3	2	1	centro
135000	27	1	1	NA	NA	centro
690000	248.2	4	1	2	NA	centro
376700	54.9	1	1	1	NA	centro
138000	49	1	1	NA	NA	centro
393800	72	2	1	1	1	centro
208700	34.1	1	1	NA	NA	centro
439000	66	2	1	2	NA	centro
285000	126	3	NA	NA	NA	centro
174000	43.15	1	NA	NA	NA	centro
495000	134	3	3	1	1	centro
284000	35	1	1	NA	NA	centro
425000	135	3	2	1	NA	centro
370000	110	3	2	1	NA	centro
480500	56	1	1	2	NA	centro
435000	70	2	2	1	1	centro
310000	83	3	2	1	1	centro
495195	69	1	1	1	NA	centro
398800	72	2	1	1	1	centro
200000	58.21	2	NA	NA	NA	centro
413880	71	2	NA	NA	1	centro
460000	67	2	NA	1	NA	centro
275000	106	2	2	NA	NA	centro
230000	45	2	1	1	NA	centro
418900	64	2	NA	2	NA	centro
423600	64	2	1	2	NA	centro
350000	151	3	3	NA	NA	centro
350000	68	2	NA	1	1	centro
318900	45	1	1	1	NA	centro
328300	50.25	2	1	1	NA	centro
530000	112	3	NA	1	NA	centro
350000	120	3	NA	NA	NA	centro
650000	162	NA	1	1	NA	centro
500000	123.8	NA	NA	2	NA	centro
423600	64	2	1	2	NA	centro
420000	93	3	3	1	1	centro
180000	46	1	NA	NA	NA	centro
330300	55	1	NA	1	NA	centro
300000	48	1	1	1	NA	centro
462000	73.35	2	1	1	1	centro
299500	55.21	1	1	1	NA	centro
332000	36	NA	NA	NA	NA	centro
280000	35	1	NA	NA	NA	centro
360000	39	1	1	1	1	centro
470000	158.62	4	NA	1	NA	centro
185000	45	1	1	1	1	centro
452800	67	1	2	1	1	centro
423600	64	2	1	2	NA	centro
1100000	121.24	2	3	2	2	centro
250000	33.08	1	1	1	NA	centro
850000	283	3	NA	3	1	centro
293900	50.25	1	1	NA	NA	centro
165000	33	1	NA	NA	NA	centro
954000	107	3	NA	2	1	centro
450000	158.62	4	NA	1	1	centro
480000	158	4	3	1	1	centro
350000	40	1	1	1	NA	centro
174900	43	1	2	NA	1	centro
778100	124.9	NA	NA	2	NA	centro
524000	59.69	2	1	1	NA	centro
330000	145	3	NA	NA	NA	centro
138000	49	1	1	NA	NA	centro
250000	74	2	1	NA	NA	centro
559160	70.76	2	2	2	1	centro
135000	27	1	1	NA	NA	centro
310000	48	1	1	1	NA	centro
259000	30.17	1	1	NA	NA	centro
320800	43	1	NA	NA	NA	centro
252360	32.64	1	1	NA	NA	centro
246700	34	1	1	NA	1	centro
270000	121	3	2	NA	NA	centro
207800	34	1	NA	NA	NA	centro
270000	120.58	3	NA	NA	NA	centro
190000	40	1	NA	NA	NA	centro
408000	112	3	3	1	1	centro
494000	64	2	1	2	NA	centro
420000	133	3	2	1	1	centro
160000	35	1	1	NA	NA	centro
374600	40	1	1	2	NA	centro
452010	73	2	NA	NA	1	centro
295000	117	2	2	NA	NA	centro
500000	200	4	4	1	1	centro
913800	149.5	NA	NA	2	NA	centro
246000	30	1	NA	NA	NA	centro
236200	33	1	1	NA	NA	centro
499000	165	3	3	1	1	centro
472317	69	2	NA	1	NA	centro
450000	126	3	2	1	1	centro
172000	42	1	1	NA	1	centro
165000	36	1	1	NA	NA	centro
505800	67	1	NA	NA	NA	centro
285000	39	1	1	1	1	centro
274100	50	2	NA	NA	NA	centro
695000	105	1	2	2	1	centro
190000	31	NA	NA	NA	NA	centro
340000	64	2	1	1	NA	centro
958800	136	3	4	2	1	centro
590000	150	3	2	2	1	centro
320000	82.42	2	2	1	NA	centro
387000	59	2	2	1	1	centro
250000	84	3	1	NA	NA	centro
318000	50	1	1	1	NA	centro
275000	106	2	2	NA	NA	centro
195000	27.29	1	NA	NA	NA	centro
317000	84	3	1	NA	NA	centro
265000	33.56	1	NA	NA	NA	centro
235000	31.4	1	1	1	NA	centro
185000	31.4	NA	NA	NA	NA	centro
300000	61.1	1	NA	1	NA	centro
530000	70.75	2	NA	1	NA	centro
165000	34.4	1	1	NA	NA	centro
1210000	175.43	4	NA	3	3	centro
395000	117	3	2	NA	NA	centro
490000	116	3	1	1	1	centro
495000	134	3	2	1	1	centro
315000	87	3	1	NA	NA	centro
465000	207	3	NA	1	1	centro
298000	119.6	3	NA	NA	NA	centro
750000	241.8	4	NA	2	NA	centro
165000	31.36	1	NA	NA	NA	centro
215000	32.19	1	NA	NA	NA	centro
480000	49.4	1	NA	1	NA	centro
540000	142.02	4	NA	1	1	centro
250000	34.75	1	NA	1	NA	centro
700000	202	4	5	2	2	centro
360000	61.62	2	NA	1	1	centro
343000	34	1	1	NA	1	centro
269000	67	2	2	NA	NA	centro
174900	43	1	2	NA	1	centro
195000	35	1	1	NA	NA	centro
497900	55	1	1	2	1	centro
233445	30.17	1	NA	NA	NA	centro
527960	59.69	2	NA	1	NA	centro
189000	33	2	1	NA	NA	centro
430000	158	4	4	1	1	centro
395000	117	3	2	NA	NA	centro
395000	112.42	2	3	1	1	centro
766970	76	2	1	2	1	centro
350000	87	3	1	NA	NA	centro
665860	68.32	1	NA	2	1	centro
480000	56.02	1	NA	NA	1	centro
566400	56.02	1	NA	NA	1	centro
284996	44.5	1	NA	1	NA	centro
395000	110	3	2	NA	1	centro
435000	47.73	1	NA	NA	NA	centro
350000	36	1	NA	NA	NA	centro
198000	45.52	2	NA	1	NA	centro
190000	50	2	1	NA	NA	centro
870056	114	3	1	1	1	centro
205000	31	1	1	NA	NA	centro
145000	26	1	1	1	NA	centro
205000	31	1	1	NA	NA	centro
170000	27.53	NA	NA	NA	NA	centro
380000	132	3	1	1	NA	centro
343900	55	1	NA	1	NA	centro
340000	109.79	3	1	1	NA	centro
259889	43	1	1	1	NA	centro
874000	208	3	1	2	1	centro
620000	158	4	1	2	1	centro
235000	35.37	1	NA	NA	NA	centro
330000	107	3	2	1	NA	centro
155900	29.13	1	1	NA	NA	centro
299500	54.53	1	1	NA	NA	centro
420000	59	1	2	1	1	centro
295000	82	2	2	1	NA	centro
240000	90	3	2	NA	1	centro
266000	46.5	1	1	1	NA	centro
330000	96	3	1	1	NA	centro
342700	55.73	1	NA	1	NA	centro
145000	28	1	1	NA	1	centro
168000	31.22	1	NA	NA	NA	centro
280000	38	1	NA	NA	NA	centro
190000	41	1	1	NA	NA	centro
152000	38	1	1	NA	1	centro
444000	66	2	1	2	NA	centro
310000	56.23	2	1	1	NA	centro
460000	53	1	NA	1	NA	centro
475000	114	3	3	1	1	centro
645000	160	3	3	1	1	centro
365000	90	2	2	1	1	centro
241200	38	1	NA	NA	NA	centro
242500	34	1	NA	NA	NA	centro
265000	34.57	1	NA	NA	NA	centro
199994	34	1	NA	NA	NA	centro
280000	46	1	1	1	1	centro
310000	90	3	1	1	1	centro
358000	33	1	NA	1	NA	centro
360000	72	1	1	1	1	centro
240000	74.8	2	NA	NA	NA	centro
220000	33	1	NA	NA	NA	centro
552374	92.06	1	1	NA	NA	centro
345000	54	1	1	1	1	centro
732600	104	3	NA	2	1	centro
334000	46	1	1	NA	NA	centro
444000	66	2	1	2	NA	centro
444000	66	2	1	2	NA	centro
213200	35	1	NA	NA	1	centro
228697	33	1	NA	NA	NA	centro
360000	40	2	1	1	1	centro
559160	70.76	2	2	1	1	centro
250000	37	1	1	1	NA	centro
270000	41.7	1	NA	NA	NA	centro
190000	31	1	1	1	NA	centro
178000	36.02	1	1	NA	NA	centro
241900	28	1	NA	NA	NA	centro
256700	30	1	NA	NA	NA	centro
190000	58	2	NA	NA	NA	centro
590000	79	2	NA	1	1	centro
195000	28.59	1	NA	NA	NA	centro
300000	75	2	1	1	NA	centro
198000	52.5	2	NA	NA	NA	centro
242900	28	1	NA	NA	NA	centro
350000	62.07	2	NA	1	NA	centro
259000	59	2	2	1	1	centro
195000	53	2	NA	NA	1	centro
300000	90	3	2	1	NA	centro
255000	58	2	2	1	1	centro
295000	28.59	1	1	NA	NA	centro
890000	242	4	4	2	1	centro
415000	120	3	3	1	1	centro
490000	122.55	4	1	1	NA	centro
747750	76.43	2	2	1	1	centro
526000	60	2	NA	1	NA	centro
498000	47	1	1	1	1	centro
1400000	180	4	4	1	1	centro
650000	70	2	2	1	1	centro
599000	100.3	3	1	1	NA	centro
197000	47	1	1	NA	NA	centro
320000	115.06	3	NA	NA	NA	centro
290000	46	1	NA	1	NA	centro
250000	84	3	1	NA	NA	centro
949900	136	3	NA	2	1	centro
250000	45	1	1	2	NA	centro
330000	50	1	1	1	NA	centro
450000	152.92	3	NA	1	NA	centro
325000	48	1	1	1	NA	centro
380000	59	2	2	NA	1	centro
566900	56	1	2	NA	NA	centro
585860	66	2	1	1	1	centro
516000	65	2	2	1	1	centro
470000	170	4	NA	1	NA	centro
470000	146	3	1	NA	1	centro
165000	38	1	1	NA	NA	centro
606000	47	1	1	NA	1	centro
490000	116	3	3	NA	1	centro
325000	40.68	2	NA	NA	NA	centro
350000	82.4	2	1	1	NA	centro
580000	177	3	1	1	1	centro
400000	56.25	1	1	1	1	centro
392400	47	1	NA	NA	NA	centro
332000	105	3	2	1	NA	centro
2500000	84	1	1	NA	NA	centro
240000	31	1	1	1	NA	centro
375100	55	1	NA	1	NA	centro
1502000	330.01	4	NA	3	NA	centro
325000	46.51	1	NA	1	NA	centro
310000	82	2	1	1	NA	centro
234200	34.42	1	1	NA	NA	centro
236400	35.08	1	1	NA	NA	centro
272500	50	2	NA	NA	NA	centro
969920	119	3	2	4	1	centro
878080	115	3	2	2	1	centro
185000	32	1	1	NA	NA	centro
260000	46	1	1	1	NA	centro
460700	67	1	NA	NA	NA	centro
480000	116.96	3	NA	1	1	centro
270000	35	1	NA	NA	NA	centro
711000	56	1	1	NA	NA	centro
409400	58	1	NA	1	NA	centro
165000	30.32	1	1	NA	NA	centro
184325	33.57	NA	NA	NA	NA	centro
420000	69	2	NA	1	1	centro
269000	58	2	NA	1	NA	centro
275000	34	1	NA	NA	NA	centro
192000	29	1	1	NA	NA	centro
195000	28.59	1	NA	NA	NA	centro
246000	30	1	1	NA	NA	centro
245000	29	1	1	1	NA	centro
1790000	208	3	1	3	3	centro
395000	112.42	3	3	1	1	centro
471000	59	2	1	1	NA	centro
1323980	125	3	3	4	1	centro
320000	37	1	1	1	NA	centro
207800	34	1	NA	NA	NA	centro
195000	53	2	NA	NA	1	centro
250000	74	NA	NA	NA	NA	centro
390000	110	3	2	1	NA	centro
490000	171	4	3	1	1	centro
300000	133	3	1	NA	NA	centro
279000	33	1	1	NA	NA	centro
170000	36	1	1	NA	NA	centro
290000	34	1	1	1	1	centro
320000	50	1	1	1	NA	centro
190000	48	1	1	NA	NA	centro
1099000	107	3	2	2	1	centro
332000	41	1	1	1	NA	centro
320000	98.72	3	2	1	NA	centro
475000	122.55	4	4	2	NA	centro
380000	50	1	1	NA	NA	centro
414800	70	2	1	1	1	centro
275000	66	2	2	1	NA	centro
270000	34	1	NA	NA	NA	centro
460000	66	2	3	3	2	centro
190000	52.7	2	NA	NA	NA	centro
210000	49.75	1	NA	NA	NA	centro
380000	135.8	4	NA	NA	NA	centro
239000	62	2	2	NA	1	centro
220000	32.73	NA	NA	NA	NA	centro
210000	36.79	1	NA	NA	NA	centro
260000	69.26	2	NA	NA	NA	centro
370000	88.34	1	NA	NA	1	centro
510000	47.8	NA	NA	NA	NA	centro
272100	49.98	2	1	NA	NA	centro
215600	36.06	1	1	NA	NA	centro
885980	114.61	3	NA	2	1	centro
467623	69.32	2	1	1	1	centro
181772	30	1	NA	NA	NA	centro
265000	30	1	1	NA	1	centro
1300000	264	4	2	1	1	centro
350000	68	2	NA	1	1	centro
951380	109	3	2	3	1	centro
225000	38	NA	1	1	NA	centro
367227	44.5	1	NA	1	NA	centro
372550	54	1	2	1	1	centro
721020	76	1	2	1	1	centro
339000	46	1	1	1	NA	centro
541140	70	2	2	1	1	centro
3346260	309	NA	NA	NA	NA	centro
211106	32	1	1	1	NA	centro
248000	58	2	2	1	1	centro
199600	28	1	1	NA	NA	centro
213300	27	1	1	NA	NA	centro
2648290	233	NA	NA	NA	NA	centro
482500	56	1	1	1	NA	centro
318600	44	2	2	NA	1	centro
471100	62	2	2	NA	1	centro
480000	146	3	3	1	1	centro
536900	59	2	3	NA	1	centro
395000	35	1	1	1	NA	centro
330000	110.7	3	2	1	1	centro
597000	190	4	4	2	1	centro
165000	40.42	1	1	NA	NA	centro
309570	34.65	1	1	NA	1	centro
295000	128	2	2	1	1	centro
609860	65.74	2	2	1	1	centro
243000	36	1	1	1	1	centro
390000	112	3	NA	1	NA	centro
467623	69	2	NA	1	NA	centro
237000	33	1	NA	NA	NA	centro
490000	113	3	NA	1	1	centro
326100	41	1	NA	NA	NA	centro
270000	35.4	NA	NA	NA	NA	centro
217000	32.64	1	NA	NA	NA	centro
235000	51	1	1	1	NA	centro
155000	33.81	1	NA	NA	1	centro
295000	117	2	2	NA	1	centro
205840	34	1	NA	NA	NA	centro
1300000	185.93	3	NA	2	NA	centro
200000	48	1	NA	NA	1	centro
580000	70	2	NA	2	1	centro
175000	29.65	1	1	1	NA	centro
237000	33	1	1	NA	NA	centro
330000	64	2	1	1	NA	centro
255000	84.44	3	NA	NA	NA	centro
420000	156	2	2	1	1	centro
310000	126	3	3	NA	1	centro
340000	35	1	1	NA	NA	centro
234000	32.46	1	NA	1	NA	centro
350000	66	2	1	1	1	centro
170000	33.08	1	NA	NA	NA	centro
253000	36	1	1	1	1	centro
243100	30	1	NA	NA	NA	centro
200000	56	1	1	NA	NA	centro
398000	115	3	1	1	NA	centro
310000	90	3	1	1	NA	centro
160000	32	1	1	NA	NA	centro
418000	65	2	1	1	1	centro
278000	55.8	1	NA	1	NA	centro
320000	95	3	2	NA	NA	centro
339000	41	1	NA	NA	NA	centro
414685	41.93	1	NA	1	NA	centro
210000	27.3	NA	NA	NA	NA	centro
970000	104	3	2	2	1	centro
245100	30	1	NA	NA	NA	centro
280000	75	2	2	1	NA	centro
160000	37.8	1	NA	NA	NA	centro
287000	36	1	1	1	NA	centro
390000	61	2	2	1	1	centro
508000	59	2	2	1	1	centro
1061000	107	3	2	2	1	centro
174900	43.15	1	NA	NA	1	centro
252600	35	1	1	NA	NA	centro
250800	35	1	1	NA	NA	centro
475000	56	1	NA	1	NA	centro
321000	41	1	1	NA	NA	centro
314000	42	1	1	NA	NA	centro
140000	28.3	1	NA	NA	NA	centro
120000	26	1	1	NA	NA	centro
215000	38.6	2	1	NA	NA	centro
700000	119	2	3	2	1	centro
310000	42	2	1	NA	NA	centro
210000	40	1	NA	NA	NA	centro
244000	39	1	1	NA	NA	centro
299500	55	1	1	NA	NA	centro
125000	26	1	1	NA	NA	centro
194095	33	1	1	NA	NA	centro
160000	62	2	1	NA	NA	centro
384100	55.73	1	NA	1	NA	centro
200000	20.1	NA	NA	NA	NA	centro
850000	128	3	3	2	1	centro
150000	24	1	1	1	NA	centro
477000	56	1	1	1	NA	centro
718000	105	3	NA	2	1	centro
247000	91	2	1	NA	NA	centro
435000	47	1	1	NA	NA	centro
360000	42	2	NA	1	NA	centro
215700	27	1	1	NA	NA	centro
279000	36	1	1	1	NA	centro
257000	68	2	2	NA	NA	centro
320000	140	3	3	NA	1	centro
850000	154	4	3	2	1	centro
518000	48	2	NA	1	1	centro
435000	98	2	2	1	1	centro
620000	89	2	3	2	1	centro
190000	32	1	1	NA	NA	centro
169000	58	1	NA	NA	NA	centro
225000	32	1	1	NA	1	centro
152000	34	1	1	NA	NA	centro
387000	59	2	1	1	1	centro
800000	138	3	1	2	1	centro
314665	47	1	NA	1	NA	centro
191100	31.89	1	NA	NA	NA	centro
398000	58.9	2	NA	1	NA	centro
1200000	217	3	5	3	3	centro
400000	126.4	3	NA	NA	NA	centro
195000	35	1	1	NA	NA	centro
389000	58.9	2	1	1	NA	centro
360000	84	2	1	1	NA	centro
220000	29.3	1	1	NA	NA	centro
283200	70	2	1	1	NA	centro
149000	17.2	1	1	1	NA	centro
349000	90.3	3	1	NA	NA	centro
490000	158	4	NA	NA	1	centro
450000	146	NA	1	1	NA	centro
350000	112	3	1	1	NA	centro
440000	96	3	NA	NA	1	centro
600000	109.7	2	1	2	NA	centro
610000	98.4	3	1	2	NA	centro
250000	29.4	1	NA	1	NA	centro
450000	122.5	4	2	2	NA	centro
315000	87.1	3	1	1	NA	centro
260000	104.6	3	NA	NA	NA	centro
344300	53	1	1	NA	NA	centro
360000	70	2	2	NA	1	centro
199000	31	1	1	1	NA	centro
437000	82	2	2	1	1	centro
330000	46.51	1	1	1	1	centro
165000	44	1	1	NA	NA	centro
229900	41	1	1	1	NA	centro
446000	37	1	1	1	NA	centro
150000	23.58	1	1	NA	NA	centro
350000	43	2	NA	NA	NA	centro
230000	61	1	1	1	NA	centro
350000	89	1	NA	1	1	centro
147000	27	1	1	NA	1	centro
232000	31.38	NA	NA	NA	NA	centro
172000	35.64	1	1	NA	NA	centro
195000	28.6	1	1	NA	NA	centro
199000	32	1	1	NA	NA	centro
135000	40	1	1	NA	NA	centro
210000	37.5	1	1	1	NA	centro
215000	35.3	1	1	1	NA	centro
380000	73.4	2	1	1	NA	centro
210000	35.3	1	1	1	NA	centro
265000	87	2	1	NA	NA	centro
180000	31	1	1	1	NA	centro
421932	60.4	2	NA	1	1	centro
235000	32.5	1	1	1	NA	centro
175500	43	1	1	NA	NA	centro
430000	67	2	NA	1	1	centro
159000	47	1	1	NA	NA	centro
1389000	174	4	5	3	2	ecoville
1389000	174	4	5	3	2	ecoville
1850000	235	3	5	4	3	ecoville
799900	119.18	3	2	2	1	ecoville
690000	114	3	2	2	1	ecoville
474267	88	3	2	1	1	ecoville
380000	91	2	2	2	1	ecoville
474267	88	3	2	1	1	ecoville
1150000	163.49	3	3	3	3	ecoville
2800000	365	4	2	4	4	ecoville
907000	122	3	4	2	3	ecoville
922000	122	3	4	2	3	ecoville
9000000	800	4	2	8	4	ecoville
3500000	459	4	2	4	4	ecoville
1389000	174	4	5	3	2	ecoville
1833000	235	4	5	4	2	ecoville
980000	179	4	4	2	2	ecoville
598000	131	4	4	2	1	ecoville
1295000	179	2	4	3	2	ecoville
1490000	214	3	NA	3	3	ecoville
771000	166	4	5	2	2	ecoville
3300000	343	3	3	4	3	ecoville
720000	131	4	2	2	1	ecoville
1400000	186	4	5	3	2	ecoville
475000	95	NA	1	1	1	ecoville
2900000	367	4	2	4	4	ecoville
369000	69.49	2	2	1	1	ecoville
1430000	186	4	5	4	2	ecoville
719900	126	3	3	2	1	ecoville
441235	81	3	2	2	1	ecoville
1189900	163	3	4	2	3	ecoville
662315	113.44	3	3	2	2	ecoville
580000	115	4	2	2	1	ecoville
1300000	250	4	NA	2	2	ecoville
420000	69	2	1	1	1	ecoville
1570000	195	4	6	3	4	ecoville
1220000	186	4	5	3	2	ecoville
1350000	223	5	5	3	3	ecoville
3200000	400	4	1	5	4	ecoville
2300000	249.81	4	NA	5	NA	ecoville
1396016	163	3	NA	3	3	ecoville
550000	98	3	2	1	1	ecoville
411800	69	2	NA	1	NA	ecoville
1200000	164	3	5	3	3	ecoville
350000	89.63	3	2	1	1	ecoville
345000	69	3	2	1	1	ecoville
536400	81.92	3	NA	1	1	ecoville
719900	126	3	3	2	1	ecoville
441235	81	3	2	2	1	ecoville
799900	137	3	2	2	1	ecoville
855000	172	4	3	2	1	ecoville
455000	70	3	2	1	1	ecoville
1850000	228	3	4	4	3	ecoville
383900	85	2	2	2	1	ecoville
450000	72	2	2	2	1	ecoville
383900	85	2	2	2	1	ecoville
1580000	317	3	3	NA	3	ecoville
442100	157	3	2	2	1	ecoville
1100000	259	4	1	2	2	ecoville
1250000	298	4	1	4	2	ecoville
365800	102	3	2	1	2	ecoville
255500	40	2	1	1	NA	ecoville
280000	53	2	2	1	1	ecoville
545000	83	3	NA	2	1	ecoville
180000	30	1	1	1	NA	ecoville
