agregado	familia	cinza	bloco	rept	data	altura
<2	F29	12	2	1	2012/04/06	125.0
<2	F29	12	2	2	2012/04/06	126.0
<2	F29	12	3	1	2012/04/06	142.0
<2	F29	12	3	2	2012/04/06	139.0
<2	F29	24	1	1	2012/04/06	135.0
<2	F29	24	1	2	2012/04/06	132.0
<2	F29	24	2	1	2012/04/06	145.0
<2	F29	24	2	2	2012/04/06	112.0
<2	F29	24	3	1	2012/04/06	134.0
<2	F29	24	3	2	2012/04/06	135.0
<2	F29	48	1	1	2012/04/06	130.0
<2	F29	48	1	2	2012/04/06	13.0
<2	F29	48	2	1	2012/04/06	133.0
<2	F29	48	2	2	2012/04/06	105.0
<2	F29	48	3	1	2012/04/06	139.0
<2	F29	48	3	2	2012/04/06	124.0
<2	F48	0	1	1	2012/04/06	134.0
<2	F48	0	1	2	2012/04/06	142.0
<2	F48	0	2	1	2012/04/06	127.0
<2	F48	0	2	2	2012/04/06	128.0
<2	F48	0	3	1	2012/04/06	125.0
<2	F48	0	3	2	2012/04/06	80.0
<2	F48	1.5	1	1	2012/04/06	133.0
<2	F48	1.5	1	2	2012/04/06	146.0
<2	F48	1.5	2	1	2012/04/06	93.0
<2	F48	1.5	2	2	2012/04/06	128.0
<2	F48	1.5	3	1	2012/04/06	128.0
<2	F48	1.5	3	2	2012/04/06	90.0
<2	F48	3	1	1	2012/04/06	140.0
<2	F48	3	1	2	2012/04/06	131.0
<2	F48	3	2	1	2012/04/06	130.0
<2	F48	3	2	2	2012/04/06	142.0
<2	F48	3	3	1	2012/04/06	124.0
<2	F48	3	3	2	2012/04/06	132.0
<2	F48	6	1	1	2012/04/06	85.0
<2	F48	6	1	2	2012/04/06	66.0
<2	F48	6	2	1	2012/04/06	125.0
<2	F48	6	2	2	2012/04/06	138.0
<2	F48	6	3	1	2012/04/06	143.0
<2	F48	6	3	2	2012/04/06	122.0
<2	F48	12	1	1	2012/04/06	130.0
<2	F48	12	1	2	2012/04/06	122.0
<2	F48	12	2	1	2012/04/06	130.0
<2	F48	12	2	2	2012/04/06	138.0
<2	F48	12	3	1	2012/04/06	85.0
<2	F48	12	3	2	2012/04/06	102.0
<2	F48	24	1	1	2012/04/06	111.0
<2	F48	24	1	2	2012/04/06	85.0
<2	F48	24	2	1	2012/04/06	142.0
<2	F48	24	2	2	2012/04/06	140.0
<2	F48	24	3	1	2012/04/06	107.0
<2	F48	24	3	2	2012/04/06	130.0
<2	F48	48	1	1	2012/04/06	135.0
<2	F48	48	1	2	2012/04/06	138.0
<2	F48	48	2	1	2012/04/06	130.0
<2	F48	48	2	2	2012/04/06	135.0
<2	F48	48	3	1	2012/04/06	130.0
<2	F48	48	3	2	2012/04/06	126.0
4 a 10	F29	0	1	1	2012/04/11	141.0
4 a 10	F29	0	1	2	2012/04/11	141.0
4 a 10	F29	0	2	1	2012/04/11	138.0
4 a 10	F29	0	2	2	2012/04/11	116.0
4 a 10	F29	0	3	1	2012/04/11	135.0
4 a 10	F29	0	3	2	2012/04/11	144.0
4 a 10	F29	1.5	1	1	2012/04/11	141.0
4 a 10	F29	1.5	1	2	2012/04/11	128.0
4 a 10	F29	1.5	2	1	2012/04/11	140.0
4 a 10	F29	1.5	2	2	2012/04/11	140.0
4 a 10	F29	1.5	3	1	2012/04/11	132.0
4 a 10	F29	1.5	3	2	2012/04/11	136.0
4 a 10	F29	3	1	1	2012/04/11	138.0
4 a 10	F29	3	1	2	2012/04/11	129.0
4 a 10	F29	3	2	1	2012/04/11	139.0
4 a 10	F29	3	2	2	2012/04/11	147.0
4 a 10	F29	3	3	1	2012/04/11	88.0
4 a 10	F29	3	3	2	2012/04/11	163.0
4 a 10	F29	6	1	1	2012/04/11	134.0
4 a 10	F29	6	1	2	2012/04/11	137.0
4 a 10	F29	6	2	1	2012/04/11	142.0
4 a 10	F29	6	2	2	2012/04/11	140.0
4 a 10	F29	6	3	1	2012/04/11	136.0
4 a 10	F29	6	3	2	2012/04/11	144.0
4 a 10	F29	12	1	1	2012/04/11	153.0
4 a 10	F29	12	1	2	2012/04/11	134.0
4 a 10	F29	12	2	1	2012/04/11	137.0
4 a 10	F29	12	2	2	2012/04/11	140.0
4 a 10	F29	12	3	1	2012/04/11	120.0
4 a 10	F29	12	3	2	2012/04/11	143.0
4 a 10	F29	24	1	1	2012/04/11	133.0
4 a 10	F29	24	1	2	2012/04/11	141.0
4 a 10	F29	24	2	1	2012/04/11	137.0
4 a 10	F29	24	2	2	2012/04/11	137.0
4 a 10	F29	24	3	1	2012/04/11	138.0
4 a 10	F29	24	3	2	2012/04/11	139.0
4 a 10	F29	48	1	1	2012/04/11	143.0
4 a 10	F29	48	1	2	2012/04/11	128.0
4 a 10	F29	48	2	1	2012/04/11	74.0
4 a 10	F29	48	2	2	2012/04/11	110.0
4 a 10	F29	48	3	1	2012/04/11	116.0
4 a 10	F29	48	3	2	2012/04/11	75.0
4 a 10	F48	0	1	1	2012/04/11	152.0
4 a 10	F48	0	1	2	2012/04/11	137.0
4 a 10	F48	0	2	1	2012/04/11	133.0
4 a 10	F48	0	2	2	2012/04/11	142.0
4 a 10	F48	0	3	1	2012/04/11	131.0
4 a 10	F48	0	3	2	2012/04/11	130.0
4 a 10	F48	1.5	1	1	2012/04/11	142.0
4 a 10	F48	1.5	1	2	2012/04/11	140.0
4 a 10	F48	1.5	2	1	2012/04/11	131.0
4 a 10	F48	1.5	2	2	2012/04/11	93.0
4 a 10	F48	1.5	3	1	2012/04/11	122.0
4 a 10	F48	1.5	3	2	2012/04/11	100.0
4 a 10	F48	3	1	1	2012/04/11	143.0
4 a 10	F48	3	1	2	2012/04/11	147.0
4 a 10	F48	3	2	1	2012/04/11	139.0
4 a 10	F48	3	2	2	2012/04/11	135.0
4 a 10	F48	3	3	1	2012/04/11	86.0
4 a 10	F48	3	3	2	2012/04/11	135.0
4 a 10	F48	6	1	1	2012/04/11	117.0
4 a 10	F48	6	1	2	2012/04/11	133.0
4 a 10	F48	6	2	1	2012/04/11	137.0
4 a 10	F48	6	2	2	2012/04/11	150.0
4 a 10	F48	6	3	1	2012/04/11	142.0
4 a 10	F48	6	3	2	2012/04/11	108.0
4 a 10	F48	12	1	1	2012/04/11	137.0
4 a 10	F48	12	1	2	2012/04/11	128.0
4 a 10	F48	12	2	1	2012/04/11	138.0
4 a 10	F48	12	2	2	2012/04/11	138.0
4 a 10	F48	12	3	1	2012/04/11	114.0
4 a 10	F48	12	3	2	2012/04/11	67.0
4 a 10	F48	24	1	1	2012/04/11	130.0
4 a 10	F48	24	1	2	2012/04/11	149.0
4 a 10	F48	24	2	1	2012/04/11	134.0
4 a 10	F48	24	2	2	2012/04/11	132.0
4 a 10	F48	24	3	1	2012/04/11	143.0
4 a 10	F48	24	3	2	2012/04/11	98.0
4 a 10	F48	48	1	1	2012/04/11	136.0
4 a 10	F48	48	1	2	2012/04/11	146.0
4 a 10	F48	48	2	1	2012/04/11	129.0
4 a 10	F48	48	2	2	2012/04/11	134.0
4 a 10	F48	48	3	1	2012/04/11	151.0
4 a 10	F48	48	3	2	2012/04/11	116.0
<2	F29	0	1	1	2012/04/11	128.0
<2	F29	0	1	2	2012/04/11	129.0
<2	F29	0	2	1	2012/04/11	105.0
<2	F29	0	2	2	2012/04/11	140.0
<2	F29	0	3	1	2012/04/11	138.0
<2	F29	0	3	2	2012/04/11	47.0
<2	F29	1.5	1	1	2012/04/11	135.0
<2	F29	1.5	1	2	2012/04/11	136.0
<2	F29	1.5	2	1	2012/04/11	129.0
<2	F29	1.5	2	2	2012/04/11	145.0
<2	F29	1.5	3	1	2012/04/11	141.0
<2	F29	1.5	3	2	2012/04/11	146.0
<2	F29	3	1	1	2012/04/11	137.0
<2	F29	3	1	2	2012/04/11	148.0
<2	F29	3	2	1	2012/04/11	132.0
<2	F29	3	2	2	2012/04/11	139.0
<2	F29	3	3	1	2012/04/11	134.0
<2	F29	3	3	2	2012/04/11	135.0
<2	F29	6	1	1	2012/04/11	136.0
<2	F29	6	1	2	2012/04/11	134.0
<2	F29	6	2	1	2012/04/11	137.0
<2	F29	6	2	2	2012/04/11	140.0
<2	F29	6	3	1	2012/04/11	148.0
<2	F29	6	3	2	2012/04/11	118.0
<2	F29	12	1	1	2012/04/11	141.0
<2	F29	12	1	2	2012/04/11	128.0
<2	F29	12	2	1	2012/04/11	135.0
<2	F29	12	2	2	2012/04/11	141.0
<2	F29	12	3	1	2012/04/11	151.0
<2	F29	12	3	2	2012/04/11	142.0
<2	F29	24	1	1	2012/04/11	134.0
<2	F29	24	1	2	2012/04/11	136.0
<2	F29	24	2	1	2012/04/11	150.0
<2	F29	24	2	2	2012/04/11	136.0
<2	F29	24	3	1	2012/04/11	141.0
<2	F29	24	3	2	2012/04/11	138.0
<2	F29	48	1	1	2012/04/11	134.0
<2	F29	48	1	2	2012/04/11	140.0
<2	F29	48	2	1	2012/04/11	140.0
<2	F29	48	2	2	2012/04/11	132.0
<2	F29	48	3	1	2012/04/11	143.0
<2	F29	48	3	2	2012/04/11	138.0
<2	F48	0	1	1	2012/04/11	136.0
<2	F48	0	1	2	2012/04/11	150.0
<2	F48	0	2	1	2012/04/11	131.0
<2	F48	0	2	2	2012/04/11	133.0
<2	F48	0	3	1	2012/04/11	132.0
<2	F48	0	3	2	2012/04/11	96.0
<2	F48	1.5	1	1	2012/04/11	135.0
<2	F48	1.5	1	2	2012/04/11	157.0
<2	F48	1.5	2	1	2012/04/11	118.0
<2	F48	1.5	2	2	2012/04/11	133.0
<2	F48	1.5	3	1	2012/04/11	139.0
<2	F48	1.5	3	2	2012/04/11	104.0
<2	F48	3	1	1	2012/04/11	141.0
<2	F48	3	1	2	2012/04/11	145.0
<2	F48	3	2	1	2012/04/11	135.0
<2	F48	3	2	2	2012/04/11	148.0
<2	F48	3	3	1	2012/04/11	128.0
<2	F48	3	3	2	2012/04/11	135.0
<2	F48	6	1	1	2012/04/11	95.0
<2	F48	6	1	2	2012/04/11	76.0
<2	F48	6	2	1	2012/04/11	135.0
<2	F48	6	2	2	2012/04/11	147.0
<2	F48	6	3	1	2012/04/11	149.0
<2	F48	6	3	2	2012/04/11	133.0
<2	F48	12	1	1	2012/04/11	136.0
<2	F48	12	1	2	2012/04/11	136.0
<2	F48	12	2	1	2012/04/11	136.0
<2	F48	12	2	2	2012/04/11	144.0
<2	F48	12	3	1	2012/04/11	90.0
<2	F48	12	3	2	2012/04/11	117.0
<2	F48	24	1	1	2012/04/11	135.0
<2	F48	24	1	2	2012/04/11	113.0
<2	F48	24	2	1	2012/04/11	151.0
<2	F48	24	2	2	2012/04/11	145.0
<2	F48	24	3	1	2012/04/11	123.0
<2	F48	24	3	2	2012/04/11	140.0
<2	F48	48	1	1	2012/04/11	148.0
<2	F48	48	1	2	2012/04/11	141.0
<2	F48	48	2	1	2012/04/11	133.0
<2	F48	48	2	2	2012/04/11	139.0
<2	F48	48	3	1	2012/04/11	137.0
<2	F48	48	3	2	2012/04/11	135.0
