#------------------------------------------------------------------------------------------
# dados metereológicos da estação da Embrapa Agropecuária Oeste, Dourados - MS
# temp - Temperatura média(ºC)
# tmax - temperatura máxima(ºC)
# htmax - Hora da temperatura máxima
# tmin - Temperatura mínima(ºC)
# htmin - Hora da temperatura mínima
# urel - Umidade relativa(%)
# urmax - Umidade relativa máxima(%)
# hurma - Hora umidade relativa máxima
# urmin - Umidade relativa mínima(%)
# hurmin - Hora umidade relativa mínima
# vento2 - Velocidade do vento a 2 m(m/s)
# precipt- Chuva(mm)
# dpv - Direção predominante do vento
#------------------------------------------------------------------------------------------
DATA	TEMP	TMAX	HTMAX	TMIN	HTMIN	UREL	URMAX	HURMA	URMIN	HURMIN	VENTO2	PRECIPT	RADIA	DPV
2009-10-01	21.3	30.2	1317	15.9	2355	74	91	251	52	1333	1.77	0.0	12.9	SE
2009-10-02	21.4	30.4	1553	14.0	327	61	80	2358	40	1548	1.08	0.0	14.2	SE
2009-10-03	25.8	34.6	1441	15.4	418	62	91	423	35	1448	0.92	0.0	14.3	NE
2009-10-04	29.0	36.1	1431	21.6	537	60	88	544	33	1505	1.75	0.0	14.7	NE
2009-10-05	29.1	36.1	1354	22.8	528	58	84	538	34	1258	3.05	0.0	15.1	N
2009-10-06	26.2	35.1	1258	19.9	2341	70	97	0	39	1400	2.68	2.0	12.9	N
2009-10-07	21.9	26.0	1456	19.7	430	86	98	32	64	1453	1.19	1.0	4.0	SW
2009-10-08	23.0	28.6	1352	19.0	346	82	99	355	56	1614	1.28	0.0	12.1	S
2009-10-09	23.3	29.6	1457	19.0	56	75	99	122	48	1446	1.16	0.0	13.1	E
2009-10-10	24.0	30.8	1446	17.5	526	66	91	528	41	1434	2.08	0.0	16.1	NE
2009-10-11	28.1	36.2	1411	20.0	520	61	82	525	40	1412	3.51	0.0	14.0	N
2009-10-12	19.6	28.3	4	15.6	548	83	98	537	59	1544	1.94	36.3	7.8	S
2009-10-13	22.0	29.6	1536	13.0	503	72	100	519	42	1538	0.91	0.0	16.6	NE
2009-10-14	27.7	34.8	1345	20.6	318	69	95	357	43	1346	2.57	0.0	15.2	N
2009-10-15	23.8	26.7	153	20.3	2354	86	100	1020	72	152	1.88	12.9	8.4	NE
2009-10-16	22.8	28.6	1353	19.8	331	90	99	337	71	1353	1.21	3.3	8.1	E
2009-10-17	23.8	31.4	1219	21.2	2259	92	100	1902	65	1201	1.19	42.2	10.4	NE
2009-10-18	24.3	28.8	1406	20.8	658	90	100	234	70	1450	1.29	0.3	9.7	NE
2009-10-19	21.1	24.3	128	19.7	1741	98	100	657	88	141	1.45	117.1	0.5	NE
2009-10-20	22.5	27.2	1523	18.5	521	89	100	0	68	1431	0.80	0.3	10.1	E
2009-10-21	26.3	33.7	1531	21.1	2144	79	96	422	49	1510	1.90	0.0	15.5	N
2009-10-22	24.0	30.1	1359	19.2	217	93	100	0	82	1454	1.96	13.6	10.8	S
2009-10-23	27.0	36.3	1434	20.1	232	72	95	529	40	1453	1.32	0.0	15.8	N
2009-10-24	25.5	34.9	1322	20.0	1858	79	97	2357	43	1323	2.37	4.1	11.7	E
2009-10-25	23.0	26.2	1112	19.3	216	90	100	340	72	1059	0.70	8.6	5.1	E
2009-10-26	24.7	28.9	1233	22.4	2347	90	100	0	70	1211	0.87	0.0	8.0	E
2009-10-27	27.9	31.4	1326	24.2	2358	72	93	757	57	1329	1.68	0.0	10.7	NE
2009-10-28	25.6	31.4	1437	20.7	458	74	89	505	53	1429	1.32	0.0	14.7	NE
2009-10-29	26.1	33.0	1444	20.4	502	68	93	519	38	1548	0.97	0.0	15.5	NE
2009-10-30	28.7	34.3	1434	18.2	443	52	74	2323	24	1504	1.27	0.0	15.6	NE
2009-10-31	27.2	34.2	1506	17.8	500	61	93	527	33	1155	1.09	0.0	15.5	NE
2009-11-01	29.6	36.5	1528	22.9	523	56	79	521	30	1410	1.41	0.0	15.4	NE
2009-11-02	30.5	36.7	1454	23.4	526	58	80	0	37	1404	1.69	0.0	15.9	E
2009-11-03	30.0	37.2	1504	24.2	458	64	89	501	31	1433	1.33	0.0	16.6	E
2009-11-04	29.4	35.5	1308	23.1	2147	64	91	2048	42	1250	2.50	8.4	16.1	SE
2009-11-05	25.3	30.7	1249	22.2	1830	86	100	2155	60	1306	2.67	40.4	10.0	SE
2009-11-06	25.2	31.9	1430	22.1	129	87	99	0	58	1457	2.64	11.4	9.6	E
2009-11-07	25.8	31.2	1303	23.0	519	82	96	1903	57	1536	3.22	1.3	9.2	SE
2009-11-08	23.9	26.4	1627	22.2	928	93	99	2243	79	1709	1.62	15.5	4.3	SE
2009-11-09	26.5	31.6	1344	22.2	149	84	99	453	59	1426	1.07	0.5	12.2	E
2009-11-10	27.0	34.9	1336	22.1	2331	80	98	0	48	1340	2.01	0.0	13.0	E
2009-11-11	24.5	32.7	1130	21.0	332	89	100	408	54	1320	1.61	15.0	11.6	NE
2009-11-12	26.4	33.4	1413	20.5	422	83	100	337	55	1428	0.96	0.0	11.9	E
2009-11-13	29.5	35.2	1422	24.0	436	73	98	525	46	1458	1.21	0.0	14.1	NE
2009-11-14	29.5	36.6	1332	22.9	2234	72	98	2355	45	1305	1.78	9.4	15.6	NE
2009-11-15	27.4	35.0	1352	22.3	2346	78	98	4	45	1352	2.37	0.3	11.6	E
2009-11-16	24.6	31.0	1134	21.8	359	89	99	1932	64	1137	1.23	15.8	9.0	E
2009-11-17	27.3	32.5	1500	22.6	240	81	99	56	62	1455	1.49	0.0	10.8	NE
2009-11-18	30.2	36.9	1528	24.3	359	67	91	347	39	1533	2.10	0.0	15.9	NE
2009-11-19	30.6	37.0	1401	24.9	414	65	85	514	40	1511	2.17	0.0	15.4	SE
2009-11-20	26.9	33.2	1112	21.7	1237	80	95	2353	56	1105	1.91	12.2	8.7	E
2009-11-21	27.6	33.8	1504	23.4	45	79	96	507	55	1447	2.63	0.0	11.5	NE
2009-11-22	27.7	35.1	1404	21.8	2230	76	95	317	47	1351	2.74	0.0	12.3	E
2009-11-23	28.8	35.2	1427	21.4	437	72	97	456	46	1540	2.26	0.0	12.9	SE
2009-11-24	28.8	34.7	1221	24.5	439	73	92	358	49	1253	2.12	0.0	9.6	E
2009-11-25	29.3	36.2	1513	22.8	2106	71	95	2218	40	1450	1.71	9.1	15.5	SE
2009-11-26	25.9	32.2	1035	22.6	412	87	98	514	64	1035	1.16	27.7	7.5	E
2009-11-27	24.2	30.0	1133	22.7	2315	95	100	1312	73	1150	1.19	72.4	4.7	SE
2009-11-28	27.3	33.5	1358	22.9	441	82	100	0	56	1359	2.15	0.5	13.5	N
2009-11-29	27.9	34.6	1414	23.2	402	81	98	504	53	1339	2.08	0.0	11.8	W
2009-11-30	25.8	29.6	939	23.2	1152	84	95	510	68	1012	2.00	0.0	6.9	W
2009-12-01	25.3	32.4	1146	22.3	506	90	100	1617	61	1212	2.35	21.8	8.4	NW
2009-12-02	28.0	33.9	1452	22.0	232	78	100	59	53	1340	2.18	0.2	16.3	E
2009-12-03	24.0	25.9	1640	22.4	2359	83	92	2348	73	1557	0.65	0.0	3.0	NE
2009-12-04	22.6	30.8	1339	21.0	1944	88	94	1555	53	1337	0.67	62.6	9.7	S
2009-12-05	24.1	29.2	1529	19.8	452	72	87	459	53	1338	1.14	0.0	12.0	S
2009-12-06	25.2	32.2	1500	20.5	2319	76	95	2153	48	1503	1.37	61.2	11.1	SE
2009-12-07	25.2	30.7	1428	20.3	450	81	95	515	54	1419	0.72	5.6	11.2	SE
2009-12-08	26.5	32.6	1320	21.1	501	74	94	454	47	1452	0.63	0.0	14.1	S
2009-12-09	26.2	31.1	1436	22.2	452	74	90	506	52	1432	0.95	0.0	11.8	S
2009-12-10	26.3	31.2	1522	22.2	453	75	92	242	53	1457	0.99	0.0	12.0	S
2009-12-11	25.7	31.1	1339	23.0	2349	78	91	1413	51	1329	2.47	8.2	10.7	SE
2009-12-12	22.8	26.5	1515	19.3	2359	86	95	651	68	1529	2.31	25.4	5.7	NE
2009-12-13	22.0	28.2	1618	16.8	451	71	93	453	42	1611	1.38	0.0	16.3	N
2009-12-14	24.6	32.4	1458	17.1	449	67	90	511	35	1533	0.62	0.0	13.6	SE
2009-12-15	26.7	31.6	1641	21.5	438	72	93	432	46	1606	0.94	0.0	15.7	S
2009-12-16	25.6	33.9	1439	20.1	1610	74	93	511	39	1433	1.74	32.3	14.3	SE
2009-12-17	25.3	31.8	1307	20.1	450	76	93	453	48	1247	0.98	0.2	12.6	SE
2009-12-18	25.9	32.5	1251	21.9	511	73	91	2338	43	1420	0.89	0.0	13.8	SE
2009-12-19	26.0	32.3	1455	22.0	325	74	92	8	45	1446	1.15	0.0	14.1	SE
2009-12-20	27.2	33.6	1340	21.5	448	71	94	434	42	1313	0.85	0.0	15.4	SE
2009-12-21	24.8	31.3	934	22.4	1058	85	93	2122	59	923	0.71	9.0	5.6	SE
2009-12-22	25.2	32.3	1403	21.6	428	81	94	2326	48	1422	1.24	8.6	12.2	SE
2009-12-23	26.5	33.0	1513	21.6	402	76	95	418	45	1518	1.30	0.2	15.4	SE
2009-12-24	27.8	33.1	1357	23.3	454	70	91	16	45	1418	1.65	0.0	16.4	SE
2009-12-25	25.4	32.3	1249	22.0	1615	81	94	1636	51	1249	1.84	3.0	9.5	SE
2009-12-26	23.8	30.1	934	21.7	517	90	96	2226	66	935	1.02	33.6	6.2	SE
2009-12-27	23.8	27.6	1543	21.8	909	90	96	1013	72	1700	0.58	19.6	4.0	SE
2009-12-28	26.2	30.0	1421	22.2	454	81	96	504	62	1432	1.63	0.0	10.0	E
2009-12-29	26.0	29.7	1629	23.7	522	82	91	524	68	1539	1.86	0.0	9.1	SE
2009-12-30	26.2	31.4	1153	21.7	2020	80	96	2353	55	1542	2.41	23.2	12.7	E
2009-12-31	24.2	27.6	1607	21.4	48	89	97	833	70	1608	0.43	23.8	5.4	SE
2010-01-01	24.9	28.8	1537	22.8	329	87	96	406	65	1533	1.31	32.4	8.0	SE
2010-01-02	24.7	28.5	1325	22.2	1644	88	96	2032	71	1426	1.20	10.4	5.9	SE
2010-01-03	26.2	31.5	1523	22.4	304	80	94	0	54	1542	1.92	0.6	13.9	E
2010-01-04	27.8	33.8	1455	22.8	445	70	93	451	44	1530	1.52	0.0	17.5	NE
2010-01-05	28.7	34.2	1413	22.6	324	67	92	342	42	1440	1.40	0.0	17.4	NE
2010-01-06	27.8	34.4	1421	23.5	521	72	92	2314	43	1354	1.31	2.8	13.4	NE
2010-01-07	26.2	33.6	1402	22.2	509	78	94	519	47	1313	0.86	15.4	12.0	NE
2010-01-08	26.8	32.7	1525	22.4	155	78	95	424	49	1526	0.90	0.0	12.8	SE
2010-01-09	25.1	31.1	1329	22.8	1559	87	97	2107	53	1339	1.12	43.4	9.9	E
2010-01-10	23.6	26.9	1412	22.8	327	92	96	334	80	1423	1.31	16.8	4.3	E
2010-01-11	24.3	29.2	1439	22.0	456	87	95	22	63	1440	2.34	5.8	9.8	NE
2010-01-12	24.1	29.0	1344	22.3	159	87	93	212	67	1345	2.77	3.4	9.1	NE
2010-01-13	22.2	24.2	1641	20.3	609	90	96	733	76	1710	0.89	19.6	4.0	NE
2010-01-14	24.8	30.9	1535	19.2	519	79	96	615	50	1540	0.75	0.0	13.7	W
2010-01-15	25.7	32.2	1528	20.5	511	77	94	2350	51	1527	0.86	8.4	11.1	S
2010-01-16	25.1	30.5	1243	22.1	234	85	96	130	60	1249	1.35	4.4	8.7	E
2010-01-17	26.3	32.5	1516	23.1	453	82	95	528	51	1503	1.69	1.0	12.5	E
2010-01-18	26.4	33.4	1449	22.8	537	80	96	549	50	1441	1.89	0.0	12.8	E
2010-01-19	27.3	33.9	1410	23.2	506	74	90	510	46	1507	2.13	0.0	14.0	E
2010-01-20	22.9	25.8	906	20.6	1100	88	96	1142	77	50	1.24	32.2	2.8	S
2010-01-21	24.2	30.4	1353	19.3	253	74	97	634	44	1555	1.18	0.0	14.9	NW
2010-01-22	24.7	31.4	1547	18.1	517	67	91	534	34	1611	0.85	0.0	14.5	NW
2010-01-23	25.6	31.8	1552	18.4	510	69	89	510	40	1654	0.83	0.0	13.3	SW
2010-01-24	24.5	31.7	1533	20.0	2359	79	94	2327	47	1526	0.93	5.0	10.8	SE
2010-01-25	24.5	31.1	1210	19.0	435	79	96	540	48	1159	0.72	2.4	12.1	S
2010-01-26	25.1	31.4	1417	20.0	449	78	96	548	49	1417	0.71	0.0	12.0	S
2010-01-27	24.4	31.4	1113	21.1	2358	81	94	600	55	1114	1.10	0.0	8.7	SW
2010-01-28	25.3	31.3	1458	21.0	109	79	94	143	51	1340	0.87	0.4	11.8	E
2010-01-29	26.3	34.0	1446	21.6	423	75	97	643	36	1432	1.19	0.2	14.3	E
2010-01-30	24.9	32.6	1215	21.6	2359	81	94	514	53	1243	1.56	0.0	11.4	E
2010-01-31	25.4	33.0	1410	20.8	413	78	95	442	45	1403	1.51	0.0	15.1	E
2010-02-01	27.1	34.0	1557	22.0	307	71	94	431	37	1557	1.45	0.6	14.8	E
2010-02-02	28.5	34.8	1440	23.3	217	65	88	211	38	1502	1.37	0.0	16.5	E
2010-02-03	29.5	36.3	1326	23.0	447	60	87	451	35	1325	1.77	0.0	16.6	E
2010-02-04	29.4	36.2	1534	23.9	430	63	84	2241	36	1535	1.49	0.0	15.3	E
2010-02-05	30.1	37.0	1454	22.9	534	60	89	542	32	1643	1.14	0.0	16.0	E
2010-02-06	29.6	36.2	1529	23.0	534	62	87	525	32	1455	1.20	0.0	14.7	NE
2010-02-07	28.7	35.8	1616	23.8	326	68	92	331	34	1627	1.36	0.0	12.5	NE
2010-02-08	27.0	36.1	1519	21.4	1713	72	94	1650	36	1518	1.86	42.4	14.7	NE
2010-02-09	24.3	31.0	1305	22.1	11	87	94	1949	59	1308	1.07	7.0	7.1	E
2010-02-10	24.9	31.4	1428	22.1	212	84	94	218	54	1425	1.73	1.4	11.0	E
2010-02-11	25.4	31.3	1516	21.9	1908	81	96	2023	48	1516	1.21	13.8	11.1	S
2010-02-12	23.6	28.8	1234	20.6	1914	88	95	47	63	1316	1.73	18.8	8.2	SE
2010-02-13	23.8	28.7	1443	21.2	115	86	96	150	68	1443	1.58	12.0	8.0	E
2010-02-14	23.6	28.7	1334	21.3	417	87	96	317	67	1340	1.28	15.0	8.4	E
2010-02-15	24.0	29.0	1256	21.8	117	88	96	323	66	1219	1.24	0.6	5.0	E
2010-02-16	24.0	30.7	1334	21.1	0	90	96	2223	58	1336	1.47	36.4	7.6	NE
2010-02-17	22.4	25.8	1543	20.9	549	89	96	39	69	1544	1.28	14.8	4.5	NE
2010-02-18	25.4	32.6	1341	20.8	430	80	95	443	48	1341	0.79	0.0	12.8	E
2010-02-19	27.2	33.7	1603	22.6	322	75	97	414	43	1438	1.26	0.0	12.9	SE
2010-02-20	28.1	34.3	1400	23.1	500	72	93	457	43	1348	1.34	0.0	14.5	E
2010-02-21	26.7	32.0	1630	23.2	750	76	94	808	44	1400	1.02	1.2	8.9	E
2010-02-22	27.1	33.9	1212	22.0	527	73	96	550	43	1249	1.12	0.6	11.3	NE
2010-02-23	28.5	34.7	1310	23.0	445	65	87	446	38	1241	1.39	0.2	13.5	NE
2010-02-24	27.6	35.6	1403	21.9	2353	71	94	555	34	1254	1.84	0.0	14.9	N
2010-02-25	26.0	31.8	1342	21.5	150	76	95	304	46	1640	1.32	0.0	10.4	W
2010-02-26	25.6	30.6	1534	21.9	504	74	91	233	53	1412	1.37	0.0	11.4	S
2010-02-27	25.3	31.4	1428	22.1	2358	75	91	2356	47	1428	1.29	0.0	11.3	S
2010-02-28	24.4	29.5	1256	21.1	526	81	93	448	59	1443	1.63	0.0	9.1	SW
2010-03-01	24.3	28.9	1547	20.6	558	76	93	602	52	1630	1.19	0.0	8.3	S
2010-03-02	24.9	31.6	1438	19.4	536	65	87	104	38	1555	1.27	0.0	14.9	S
2010-03-03	25.6	32.8	1423	20.0	514	66	90	518	35	1424	0.86	0.0	13.4	S
2010-03-04	26.7	34.2	1503	19.9	330	62	91	329	29	1410	0.92	0.0	13.7	S
2010-03-05	27.2	34.9	1316	20.8	444	63	90	442	32	1417	1.35	0.0	13.6	W
2010-03-06	26.0	34.6	1356	18.8	2356	59	97	456	22	1426	1.25	0.0	14.5	SW
2010-03-07	24.2	32.5	1419	16.4	503	49	74	634	23	1553	1.40	0.0	14.5	W
2010-03-08	25.1	34.2	1438	16.6	546	55	86	546	22	1537	1.51	0.0	13.5	N
2010-03-09	25.8	35.4	1444	17.4	553	53	86	555	18	1609	1.55	0.0	13.8	NW
2010-03-10	26.5	36.4	1509	17.6	510	50	82	509	19	1556	1.66	0.0	13.7	NW
2010-03-11	26.6	36.1	1448	19.9	354	56	84	356	21	1416	1.68	0.0	13.1	NW
2010-03-12	27.0	35.4	1456	18.6	603	54	86	605	24	1457	0.80	0.0	13.4	NW
2010-03-13	28.7	36.7	1408	21.8	442	58	81	553	30	1431	1.70	0.0	11.3	NE
2010-03-14	27.4	36.1	1352	20.3	2359	67	94	534	34	1352	2.50	1.0	12.9	NE
2010-03-15	22.3	25.9	1523	19.5	606	85	96	715	67	1644	1.37	31.2	1.9	SE
2010-03-16	25.4	33.0	1424	20.5	436	76	96	610	43	1525	1.09	0.0	12.4	SE
2010-03-17	25.4	32.0	1529	20.4	149	73	96	431	42	1511	1.29	0.0	12.6	SE
2010-03-18	26.7	33.4	1435	21.2	552	66	87	552	39	1548	1.13	0.0	11.7	SE
2010-03-19	28.4	35.6	1553	22.1	441	61	83	441	33	1541	1.30	0.0	12.9	E
2010-03-20	26.9	35.5	1243	22.1	512	72	95	2150	32	1125	1.55	4.2	10.4	N
2010-03-21	25.4	33.0	1139	21.0	603	81	96	615	50	1210	1.51	0.4	9.1	E
2010-03-22	27.8	34.5	1335	21.4	548	68	95	553	36	1445	2.22	0.0	12.7	NE
2010-03-23	25.3	33.1	1346	20.3	2007	79	96	2349	46	1347	2.53	21.6	8.5	NE
2010-03-24	24.1	30.4	1436	20.5	543	81	96	0	51	1433	1.31	2.8	8.3	W
2010-03-25	25.9	32.7	1506	20.9	543	77	97	639	43	1440	1.08	0.0	9.7	W
2010-03-26	25.5	32.2	1306	22.5	207	79	94	246	48	1301	0.96	0.0	10.6	SE
2010-03-27	24.5	31.7	1351	21.0	2359	84	97	648	47	1354	0.82	30.2	8.3	S
2010-03-28	24.8	31.4	1518	21.0	136	81	97	725	47	1519	0.76	0.0	6.8	SW
2010-03-29	25.2	33.6	1305	19.6	458	73	97	716	32	1239	0.84	0.0	9.9	NW
2010-03-30	25.6	33.9	1157	20.1	447	72	94	521	36	1227	0.76	0.0	9.1	N
2010-03-31	26.3	34.1	1329	21.0	606	69	94	610	35	1313	0.89	0.0	10.5	SE
2010-04-01	25.1	32.2	1225	21.1	558	77	95	617	52	1231	0.99	0.0	8.2	SE
2010-04-02	23.3	29.2	1441	20.5	555	82	96	616	53	1458	1.01	0.2	7.4	SE
2010-04-03	24.5	31.2	1506	21.4	31	81	95	2348	48	1521	0.87	0.0	9.3	SE
2010-04-04	25.1	31.2	1518	19.6	559	74	97	607	44	1546	1.06	0.2	11.0	SW
2010-04-05	21.4	23.7	1221	18.4	2359	82	91	353	73	1531	2.68	0.0	3.2	W
2010-04-06	20.2	26.5	1339	14.8	2315	70	94	616	35	1457	1.58	0.0	10.6	SW
2010-04-07	18.7	26.3	1425	13.0	521	64	94	540	28	1236	0.97	0.0	11.1	SW
2010-04-08	19.1	26.2	1353	12.6	603	62	94	316	34	1510	0.85	0.0	8.2	SW
2010-04-09	19.4	26.7	1355	11.3	526	60	90	530	29	1349	1.09	0.0	10.4	SW
2010-04-10	20.8	26.2	1620	15.2	1647	56	67	2241	33	1616	0.62	0.0	10.2	S
2010-04-11	20.8	29.3	1327	14.1	451	59	81	558	27	1410	1.02	0.0	10.6	SE
2010-04-12	22.2	29.7	1441	15.9	328	68	88	454	38	1336	1.10	0.0	12.4	SE
2010-04-13	23.2	31.1	1404	15.7	517	65	93	622	34	1409	1.07	0.0	12.9	S
2010-04-14	22.8	31.0	1402	15.4	600	54	82	638	23	1420	0.75	0.0	10.3	SE
2010-04-15	23.2	31.4	1349	15.3	551	57	89	606	26	1242	0.77	0.0	9.7	SE
2010-04-16	23.4	31.5	1257	16.0	551	60	95	605	29	1420	0.66	0.0	9.7	SE
2010-04-17	25.1	34.1	1335	16.9	620	53	82	622	26	1355	1.35	0.0	9.7	SE
2010-04-18	25.8	33.4	1321	19.1	430	63	88	433	37	1355	0.99	0.0	9.7	SE
2010-04-19	26.8	34.9	1426	17.7	504	60	92	528	32	1600	1.01	0.0	12.1	E
2010-04-20	26.8	34.8	1502	19.9	542	55	78	547	30	1503	1.09	0.0	9.0	E
2010-04-21	27.5	34.6	1453	21.5	507	62	82	345	35	1230	1.72	0.0	7.7	NE
2010-04-22	28.6	35.2	1303	23.1	524	63	84	526	37	1158	2.92	0.0	9.4	NE
2010-04-23	23.4	30.2	1028	19.4	2359	84	96	2013	61	1028	2.55	7.4	4.6	N
2010-04-24	22.6	28.1	1557	19.3	614	88	97	546	68	1512	0.74	0.2	4.8	S
2010-04-25	23.9	32.1	1230	20.7	542	86	96	600	54	1230	0.86	9.6	5.8	E
2010-04-26	21.9	27.5	911	18.9	2318	90	96	624	71	911	1.62	7.2	3.4	NW
2010-04-27	20.5	25.4	1554	18.1	737	82	95	311	59	1525	0.83	0.0	6.5	W
2010-04-28	22.4	28.5	1357	18.6	154	79	95	2359	56	1405	0.52	0.0	6.8	SW
2010-04-29	21.6	25.2	1510	19.4	350	88	96	446	74	1533	0.89	0.0	4.5	SW
2010-04-30	22.4	27.1	1542	19.8	2341	83	95	2349	63	1417	0.48	0.0	5.5	S
2010-05-01	23.2	29.9	1454	17.5	512	76	97	556	45	1552	0.44	0.0	8.1	SE
2010-05-02	24.1	30.1	1414	19.0	531	65	87	536	43	1328	1.21	0.0	8.9	SE
2010-05-03	20.6	27.7	1112	17.1	538	76	97	1859	43	1112	1.71	10.6	3.8	E
2010-05-04	20.2	25.3	1413	15.6	0	79	97	547	47	1434	1.07	0.0	8.5	NW
2010-05-05	19.7	26.6	1517	13.2	557	78	96	645	48	1522	0.70	0.0	8.9	E
2010-05-06	23.5	31.4	1430	17.0	431	71	92	338	45	1325	1.02	0.0	8.2	E
2010-05-07	21.6	24.2	1412	19.8	1002	86	97	1014	78	1153	1.56	19.0	2.0	NE
2010-05-08	17.7	21.0	111	13.7	2359	85	94	559	77	1532	2.61	1.0	2.8	W
2010-05-09	14.8	20.9	1417	10.5	2240	71	91	432	37	1441	2.59	0.0	10.3	W
2010-05-10	13.4	21.1	1449	6.7	440	78	95	631	48	1450	1.36	0.0	6.4	W
2010-05-11	13.0	20.0	1332	7.9	602	71	95	645	33	1444	2.09	0.0	8.5	NW
2010-05-12	12.3	20.2	1456	6.3	504	76	95	535	37	1339	1.56	0.0	8.8	NW
2010-05-13	14.5	22.5	1545	7.2	408	75	96	454	43	1531	0.52	0.0	8.4	SW
2010-05-14	17.6	25.3	1405	10.1	511	68	96	649	34	1519	1.44	0.0	8.3	SE
2010-05-15	20.4	26.9	1227	12.9	548	62	88	551	36	1208	0.98	0.0	6.4	SE
2010-05-16	22.6	29.2	1525	15.6	533	70	91	557	45	1401	0.62	0.0	6.1	N
2010-05-17	19.2	24.7	1047	13.9	2356	87	96	2350	59	1052	1.70	33.2	2.4	SW
2010-05-18	13.2	18.6	1359	8.2	2243	83	100	155	52	1251	2.56	31.6	6.7	N
2010-05-19	13.9	21.0	1447	7.6	611	77	95	629	46	1406	1.38	0.0	9.2	NW
2010-05-20	14.3	21.0	1506	9.7	418	81	96	630	52	1357	0.54	0.0	8.1	SW
2010-05-21	15.5	23.2	1354	7.9	547	78	96	606	45	1316	0.38	0.0	8.5	S
2010-05-22	17.8	25.0	1413	10.9	514	76	96	519	45	1435	0.71	0.0	8.1	SE
2010-05-23	19.8	25.7	1431	14.0	246	74	92	636	46	1502	1.19	0.0	7.0	SE
2010-05-24	17.6	19.8	0	16.7	705	92	97	2312	70	1	1.24	62.4	0.6	SE
2010-05-25	18.7	24.2	1429	16.0	2343	87	97	746	60	1513	0.35	0.0	6.1	SW
2010-05-26	19.3	25.6	1447	13.3	523	81	97	529	55	1359	0.60	0.0	8.6	S
2010-05-27	19.2	25.2	1429	14.8	617	79	96	651	55	1520	0.81	0.0	8.2	S
2010-05-28	18.2	24.4	1417	12.9	622	77	93	154	51	1246	0.81	0.0	8.0	SE
2010-05-29	20.0	26.9	1414	13.6	608	74	95	631	49	1405	0.83	0.0	6.9	SE
2010-05-30	18.0	21.7	1043	12.3	2359	82	94	1342	64	327	2.06	3.6	1.7	NW
2010-05-31	12.8	15.5	1441	9.2	618	82	93	628	70	1433	1.47	0.0	2.9	SW
2010-06-01	14.0	21.8	1413	6.4	423	76	96	531	46	1546	0.60	0.0	8.4	SW
2010-06-02	16.9	22.6	1431	11.7	640	74	93	652	49	1424	0.86	0.0	7.3	SE
2010-06-03	19.1	24.3	1447	14.3	418	75	91	454	52	1448	1.14	0.0	6.4	SE
2010-06-04	18.9	22.1	1151	16.3	2358	87	95	2304	74	125	1.85	1.4	2.0	NW
2010-06-05	15.8	20.6	1326	8.9	0	73	95	43	42	1329	1.92	0.0	9.1	W
2010-06-06	12.0	19.7	1358	4.8	600	75	96	733	39	1334	0.54	0.0	7.4	W
2010-06-07	16.0	23.7	1425	7.8	320	68	95	238	40	1302	0.71	0.0	6.8	SE
2010-06-08	18.9	25.7	1425	14.9	628	66	86	705	35	1359	0.40	0.0	5.6	SE
2010-06-09	18.6	24.2	1337	15.6	2305	67	84	719	41	1321	0.46	0.0	5.2	SE
2010-06-10	18.5	23.9	1303	14.6	0	75	93	2310	46	1302	0.19	0.0	4.4	S
2010-06-11	18.1	25.0	1422	12.7	642	76	96	723	47	1251	0.84	0.0	7.1	SE
2010-06-12	16.8	22.9	1417	11.9	610	71	88	532	45	1543	1.51	0.0	7.5	SE
2010-06-13	16.1	22.8	1458	10.6	608	72	92	629	46	1500	0.92	0.0	7.4	SE
2010-06-14	18.8	27.4	1517	11.3	607	69	94	618	42	1445	1.28	0.0	7.3	SE
2010-06-15	21.4	29.2	1351	14.2	316	63	87	250	36	1324	1.04	0.0	7.0	SE
2010-06-16	21.9	30.1	1402	13.8	629	60	86	609	33	1527	1.36	0.0	6.9	E
2010-06-17	23.2	31.1	1330	15.4	431	57	86	444	31	1313	1.43	0.0	6.8	NE
2010-06-18	23.4	31.2	1346	15.7	639	53	79	640	30	1428	1.85	0.0	6.6	E
2010-06-19	23.3	31.4	1332	14.2	634	57	86	652	31	1300	1.69	0.0	6.6	NE
2010-06-20	24.8	32.1	1313	17.8	645	59	91	2358	36	1315	1.92	0.0	6.7	NE
2010-06-21	23.3	29.9	1445	18.6	355	81	97	915	52	1433	0.91	0.6	5.3	NE
2010-06-22	20.1	25.0	1446	16.9	634	85	96	404	64	1415	1.05	0.0	5.9	SW
2010-06-23	21.0	27.0	1404	16.6	435	83	97	819	62	1449	1.45	0.0	5.0	SE
2010-06-24	22.8	31.8	1330	16.8	357	60	93	444	21	1306	1.86	0.0	7.1	E
2010-06-25	23.3	32.3	1408	15.1	607	54	79	609	25	1315	0.71	0.0	6.7	E
2010-06-26	22.7	29.9	1339	17.0	516	52	80	517	23	1503	1.16	0.0	7.0	SE
2010-06-27	22.1	29.5	1456	13.2	624	58	88	627	32	1459	0.92	0.0	7.0	SE
2010-06-28	21.0	28.7	1429	14.8	633	66	96	2354	30	1255	1.06	0.0	7.6	W
2010-06-29	19.1	25.4	1417	15.6	139	74	97	412	40	1442	1.08	0.0	6.5	S
