## Dados de responsabilidade de Grasiela Bruzamarello Tognon
## (http://lattes.cnpq.br/2911532137112895), acadêmica de pós graduação
## em produção vegetal, UFPR.
##
## O experimento avaliou o efeito de soluções (trat) para ?conservação
## das estacas e foi repetido nas 4 estações do ano (est).
## 
## As respostas avaliadas foram medidas de características de coloração
## das estacas (L, a, b, E), o peso e a classificação quanto à
## viabilidade comercial (nota de 1 à 3). Foram consideradas 10 estacas
## (unidades experimentais, UE) para cada nível solução em cada
## estação. O registro das respostas foi feito ao longo do tempo (dias,
## medidas repetidas nas memas UE)
## 
## trat = {
##   1: Controle,
##   2: Ácido citrico (100 ml^{-1}),
##   3: Metabissulfito de sódio (10 mM),
##   4: Ácido cítrico + Sacarose (4%),
##   5: Metabissulfito de sódio + Sacarose (4%)
## }
## 
## L: define a luminosidade (L = 0: preto e L = 100: branco).
## 
## a e b: associam-se a cromaticidade, (“+a”, vermelho, “-a”, verde e
## “+b”, amarelo, “-b”, azul).
## 
## E: delta E, coloração como um todo.
## 
## peso: hastes pesadas em cada dia de avaliação por meio de balança
## analítica de precisão (gramas).
## 
## escala: escala de classificação de viabilidade:  
## 1) Cladódios verdes brilhantes sem manchas escuras (oxidação) ao
##    longo da haste. Hastes túrgidas. VIÁVEIS.
## 2) Cladódios verdes brilhantes com manchas escuras (oxidação) somente
##    na porção basal da haste. Hastes túrgidas e sem danos. VIÁVEIS.
## 3) Cladódios apresentando manchas escuras (oxidação) na porção
##    mediana e/ou apical da haste. Hastes secas (com aspecto
##    quebradiço). DESCARTE.
##
est	dias	trat	rept	L	a	b	AE	peso	escala
outono	13	2	8	37.65	-11.04	16.47	25.65	12.84	1
outono	13	2	9	40.94	-12.54	16.74	28.31	20.59	3
outono	13	2	10	41.61	-11.39	15.03	27.03	18.39	3
outono	13	3	1	43.94	-11.70	17.46	30.15	12.85	3
outono	13	3	2	42.71	-8.97	14.96	26.61	18.70	3
outono	13	3	3	33.27	-9.78	14.24	21.45	15.77	3
outono	13	3	4	37.57	-12.02	18.78	27.80	15.57	3
outono	13	3	5	38.51	-9.72	13.40	23.34	18.24	3
outono	13	3	6	45.02	-12.62	22.57	34.66	20.30	2
outono	13	3	7	42.42	-5.85	14.54	25.03	8.80	3
outono	13	3	8	40.55	-11.80	19.09	29.36	16.81	3
outono	13	3	9	36.31	-11.32	15.35	24.37	8.81	2
outono	13	3	10	40.91	-10.69	15.41	26.52	13.67	3
outono	13	4	1	42.87	-11.43	16.69	28.87	19.62	3
outono	13	4	2	38.15	-10.62	15.91	25.30	15.24	3
outono	13	4	3	36.58	-9.63	13.47	22.29	21.61	2
outono	13	4	4	40.29	-10.49	15.38	26.04	6.83	2
outono	13	4	5	39.92	-13.27	20.31	30.63	20.28	3
outono	13	4	6	39.70	-8.96	12.44	23.07	13.10	3
outono	13	4	7	38.94	-9.73	15.52	25.02	17.02	3
outono	13	4	8	38.98	-9.61	12.78	23.16	24.71	3
outono	13	4	9	44.73	-12.85	21.51	33.84	11.19	2
outono	13	4	10	38.54	-9.69	13.19	23.20	10.41	3
outono	13	5	1	37.91	-10.80	14.63	24.38	10.56	3
outono	13	5	2	44.24	-11.78	22.26	33.65	10.36	3
outono	13	5	3	43.70	-12.48	17.71	30.58	13.51	3
outono	13	5	4	37.17	-8.55	12.64	21.51	15.48	2
outono	13	5	5	44.32	-12.93	19.10	32.01	7.61	3
outono	13	5	6	36.73	-10.22	13.39	22.62	16.89	3
outono	13	5	7	42.51	-12.22	17.82	29.76	9.51	1
outono	13	5	8	41.53	-12.61	20.26	31.08	5.44	3
outono	13	5	9	41.33	-8.94	12.08	23.91	21.24	3
outono	13	5	10	38.80	-10.19	14.20	24.26	13.71	3
inverno	1	1	1	35.25	-5.91	9.31	16.93	15.79	1
inverno	1	1	2	36.95	-9.76	16.19	24.50	22.08	1
inverno	1	1	3	39.35	-9.70	14.97	24.86	14.18	1
inverno	1	1	4	46.98	-13.60	27.38	39.47	10.65	1
inverno	1	1	5	33.48	-7.24	11.25	17.99	6.00	1
inverno	1	1	6	39.73	-9.21	13.38	23.80	6.04	1
inverno	1	1	7	43.09	-8.40	19.76	29.91	9.81	1
inverno	1	1	8	39.24	-10.26	16.68	26.24	6.42	1
inverno	1	1	9	35.83	-7.25	9.84	18.25	30.64	1
inverno	1	1	10	31.45	-7.85	10.51	16.94	8.84	1
inverno	1	2	1	37.17	-8.20	14.57	22.70	23.21	1
inverno	1	2	2	37.77	-10.50	14.32	23.94	14.45	1
inverno	1	2	3	35.35	-8.36	12.04	20.03	14.31	1
inverno	1	2	4	38.09	-12.15	17.66	27.28	21.40	1
inverno	1	2	5	42.29	-10.30	16.92	28.17	28.40	1
inverno	1	2	6	37.20	-10.04	14.17	23.31	32.85	1
inverno	1	2	7	37.71	-8.73	12.92	22.09	11.29	1
inverno	1	2	8	44.89	-12.26	25.48	36.56	24.04	1
inverno	1	2	9	37.88	-8.02	12.67	21.68	26.08	2
inverno	1	2	10	4.58	-9.29	18.63	29.73	17.92	1
inverno	1	3	1	38.68	-8.75	13.82	23.26	16.79	1
inverno	1	3	2	36.33	-7.47	10.60	19.14	12.17	1
inverno	1	3	3	35.56	-7.27	10.41	18.49	27.58	1
inverno	1	3	4	38.47	-9.66	13.36	23.26	13.02	1
inverno	1	3	5	39.94	-11.12	15.21	26.03	14.83	1
inverno	1	3	6	36.50	-11.92	18.13	26.80	5.23	1
inverno	1	3	7	39.64	-12.17	19.62	29.46	22.64	1
inverno	1	3	8	42.74	-10.49	21.42	31.66	5.97	1
inverno	1	3	9	36.54	-10.10	14.79	23.44	17.21	1
inverno	1	3	10	41.22	-12.19	20.79	31.09	6.14	1
inverno	1	4	1	34.31	-10.57	14.58	22.54	28.82	1
inverno	1	4	2	39.04	-10.55	17.01	26.51	22.93	1
inverno	1	4	3	36.01	-11.41	15.56	24.43	15.91	1
inverno	1	4	4	36.50	-8.66	10.56	19.82	9.67	1
inverno	1	4	5	34.16	-5.45	9.66	16.35	16.56	1
inverno	1	4	6	43.92	-12.29	24.68	35.44	2.87	1
inverno	1	4	7	41.64	-10.86	18.84	29.47	18.03	1
inverno	1	4	8	42.91	-11.69	22.87	33.33	8.45	1
inverno	1	4	9	37.76	-9.52	14.94	23.88	19.48	1
inverno	1	4	10	46.81	-11.69	24.07	36.41	6.64	1
inverno	1	5	1	43.13	-10.28	16.22	28.23	14.42	1
inverno	1	5	2	35.98	-8.60	11.60	20.18	8.06	1
inverno	1	5	3	42.24	-11.98	20.05	31.04	9.61	1
inverno	1	5	4	41.20	-11.85	18.04	29.00	5.25	1
inverno	1	5	5	34.98	-7.06	10.92	18.41	29.00	1
inverno	1	5	6	37.53	-9.27	14.23	23.14	3.49	1
inverno	1	5	7	41.87	-10.62	18.80	31.16	11.50	2
inverno	1	5	8	35.48	-7.83	11.42	19.40	10.29	1
inverno	1	5	9	39.16	-8.90	16.53	25.50	17.94	1
inverno	1	5	10	40.74	-8.13	13.83	24.26	4.72	1
inverno	3	1	1	29.12	-7.84	13.31	18.45	15.89	2
inverno	3	1	2	35.30	-9.71	16.37	23.86	24.05	1
inverno	3	1	3	39.49	-10.48	17.74	27.23	14.98	1
inverno	3	1	4	47.71	-13.94	27.70	40.40	11.86	1
inverno	3	1	5	33.95	-7.14	11.45	18.31	6.75	1
inverno	3	1	6	40.83	-9.27	17.85	27.54	6.67	1
inverno	3	1	7	38.47	-7.30	15.74	23.90	8.72	2
inverno	3	1	8	42.93	-10.68	19.37	30.40	6.44	1
inverno	3	1	9	37.46	-9.47	15.14	23.85	29.95	1
inverno	3	1	10	38.91	-10.58	18.51	27.55	9.71	1
inverno	3	2	1	34.82	-7.88	14.15	21.09	26.71	1
inverno	3	2	2	41.46	-11.79	19.00	29.78	7.46	1
inverno	3	2	3	37.56	-9.07	18.95	26.59	36.62	1
inverno	3	2	4	33.57	-10.99	16.60	24.02	7.31	1
inverno	3	2	5	43.29	-9.87	16.29	28.20	8.26	1
inverno	3	2	6	39.04	-10.52	17.46	26.81	6.77	1
inverno	3	2	7	35.17	-10.01	15.71	23.45	32.05	1
inverno	3	2	8	42.92	-11.20	22.26	32.69	8.69	1
inverno	3	2	9	35.66	-7.83	11.62	19.64	18.32	2
inverno	3	2	10	34.97	-9.12	13.44	21.23	16.82	1
inverno	3	3	1	37.30	-10.03	16.48	25.00	18.87	1
inverno	3	3	2	36.35	-8.41	13.45	21.56	12.16	1
inverno	3	3	3	37.69	-10.51	20.41	28.42	30.02	1
inverno	3	3	4	38.11	-8.86	13.70	22.90	14.20	2
inverno	3	3	5	37.05	-10.34	16.78	25.25	15.90	1
inverno	3	3	6	42.49	-12.56	21.61	32.54	6.00	1
inverno	3	3	7	42.43	-10.87	21.64	31.83	25.66	2
inverno	3	3	8	37.76	-7.97	14.47	22.82	6.00	1
inverno	3	3	9	37.29	-11.71	19.09	27.75	18.76	1
inverno	3	3	10	42.20	-12.14	20.99	31.76	6.82	1
inverno	3	4	1	37.33	-10.88	17.38	26.09	30.53	1
inverno	3	4	2	44.27	-11.62	19.88	31.92	25.38	1
inverno	3	4	3	41.73	-11.31	20.55	30.83	17.49	1
inverno	3	4	4	39.43	-10.44	15.37	25.52	10.75	1
inverno	3	4	5	33.48	-6.29	10.74	17.16	18.25	2
inverno	3	4	6	46.21	-10.97	23.83	35.61	3.31	1
inverno	3	4	7	41.17	-10.33	18.81	28.85	21.20	1
inverno	3	4	8	48.70	-12.23	25.74	38.92	9.23	1
inverno	3	4	9	37.71	-9.84	16.64	25.23	20.84	1
inverno	3	4	10	41.11	-13.11	20.88	31.53	7.32	1
inverno	3	5	1	44.70	-9.95	20.10	31.68	15.30	2
inverno	3	5	2	35.40	-9.71	14.43	22.45	8.96	1
inverno	3	5	3	41.54	-12.41	20.11	30.89	6.36	1
inverno	3	5	4	41.84	-11.47	20.36	30.82	9.98	1
inverno	3	5	5	38.36	-6.66	11.39	20.54	31.72	1
inverno	3	5	6	33.31	-8.68	12.89	19.88	4.15	1
inverno	3	5	7	45.82	-8.78	23.37	34.32	12.22	2
inverno	3	5	8	31.64	-7.80	14.58	20.15	11.48	2
inverno	3	5	9	39.73	-9.46	17.69	26.88	18.72	1
inverno	3	5	10	39.13	-8.73	17.00	25.75	5.51	1
inverno	5	1	1	36.84	-6.89	9.61	18.54	16.13	2
inverno	5	1	2	41.60	-10.38	15.98	27.17	24.67	1
inverno	5	1	3	37.85	-9.54	14.66	23.74	15.48	1
inverno	5	1	4	45.15	-13.90	26.52	38.13	12.04	2
inverno	5	1	5	33.76	-6.96	12.37	18.82	6.92	1
inverno	5	1	6	42.04	-10.76	18.09	28.97	6.96	1
inverno	5	1	7	39.90	-7.24	18.41	26.68	8.64	3
inverno	5	1	8	44.18	-10.35	20.48	31.78	6.91	1
inverno	5	1	9	37.45	-8.66	11.88	21.21	30.13	1
inverno	5	1	10	40.54	-11.29	19.29	29.25	9.94	1
inverno	5	2	1	38.71	-8.25	13.17	22.61	27.23	1
inverno	5	2	2	41.25	-11.29	17.61	28.43	7.91	2
inverno	5	2	3	36.89	-9.21	18.24	25.78	37.44	3
inverno	5	2	4	43.42	-12.65	22.84	33.93	7.49	2
inverno	5	2	5	37.71	-10.66	14.94	24.42	8.59	2
inverno	5	2	6	40.00	-9.78	17.60	27.08	6.98	1
inverno	5	2	7	43.48	-9.05	17.63	29.09	33.25	2
inverno	5	2	8	43.89	-11.71	22.70	33.74	8.89	2
inverno	5	2	9	37.53	-7.74	12.90	21.52	18.86	2
inverno	5	2	10	39.63	-9.08	15.33	24.99	17.41	2
inverno	5	3	1	38.47	-8.87	13.44	22.94	19.13	1
inverno	5	3	2	37.97	-8.80	14.61	23.43	11.78	1
inverno	5	3	3	39.39	-11.72	19.24	28.84	30.98	2
inverno	5	3	4	41.57	-9.13	15.41	26.23	14.77	2
inverno	5	3	5	37.00	-9.47	12.87	22.02	16.29	2
inverno	5	3	6	36.84	-11.84	16.20	25.49	6.32	1
inverno	5	3	7	42.01	-9.32	20.59	30.22	26.19	2
inverno	5	3	8	35.61	-8.80	13.34	21.30	6.20	2
inverno	5	3	9	36.53	-10.42	15.22	23.90	19.53	1
inverno	5	3	10	34.32	-10.00	13.31	21.31	7.41	1
inverno	5	4	1	46.30	-12.72	23.74	36.26	18.40	3
inverno	5	4	2	39.71	-10.67	11.96	27.60	26.24	2
inverno	5	4	3	37.91	-11.56	15.91	25.65	18.06	1
inverno	5	4	4	34.96	-7.23	9.30	17.40	10.98	1
inverno	5	4	5	33.32	-5.38	9.34	15.63	18.77	3
inverno	5	4	6	45.32	-12.21	24.37	35.96	3.48	3
inverno	5	4	7	36.63	-9.58	14.47	22.99	21.89	2
inverno	5	4	8	42.61	-12.99	23.03	33.81	9.54	2
inverno	5	4	9	39.55	-11.07	18.38	28.00	22.04	2
inverno	5	4	10	35.91	-12.28	17.60	26.35	8.03	2
inverno	5	5	1	42.45	-9.28	16.42	27.52	15.58	2
inverno	5	5	2	36.51	-9.41	14.79	23.09	9.32	1
inverno	5	5	3	38.27	-11.34	17.57	26.90	6.87	1
inverno	5	5	4	37.01	-9.34	13.27	22.23	10.66	1
inverno	5	5	5	37.15	-7.38	11.35	20.08	32.58	1
inverno	5	5	6	35.22	-8.52	11.04	19.36	4.40	1
inverno	5	5	7	45.06	-12.27	23.57	35.25	12.66	2
inverno	5	5	8	36.35	-7.67	15.46	22.72	11.76	2
inverno	5	5	9	35.79	-7.32	12.37	19.99	19.58	2
inverno	5	5	10	36.94	-6.68	9.86	18.67	5.83	2
inverno	7	1	1	34.42	-7.39	11.71	18.85	15.94	2
inverno	7	1	2	40.92	-11.71	17.33	28.29	24.61	1
inverno	7	1	3	37.32	-9.55	14.35	23.25	14.17	2
inverno	7	1	4	45.43	-12.43	22.59	34.82	11.84	2
inverno	7	1	5	35.73	-6.20	10.04	17.83	6.92	2
inverno	7	1	6	38.22	-9.95	12.79	22.89	6.84	1
inverno	7	1	7	44.38	-8.72	21.43	32.00	8.15	3
inverno	7	1	8	38.55	-8.51	11.35	21.78	7.11	1
inverno	7	1	9	36.06	-8.69	11.81	20.41	29.47	1
inverno	7	1	10	36.23	-9.31	12.87	21.54	9.98	2
inverno	7	2	1	38.94	-9.32	15.55	24.82	26.94	1
inverno	7	2	2	38.70	-10.89	14.54	24.78	7.76	2
inverno	7	2	3	38.27	-9.70	15.74	24.80	37.38	3
inverno	7	2	4	37.45	-9.87	13.38	22.81	7.64	2
inverno	7	2	5	42.56	-9.49	17.60	28.46	8.47	2
inverno	7	2	6	38.22	-9.46	13.83	23.33	7.11	1
inverno	7	2	7	38.14	-11.27	15.33	25.60	33.29	2
inverno	7	2	8	42.20	-10.85	19.71	30.29	12.65	2
inverno	7	2	9	37.03	-7.98	13.12	21.48	19.01	3
inverno	7	2	10	38.51	-9.66	15.62	24.82	17.36	2
inverno	7	3	1	34.40	-7.16	10.58	17.97	18.63	2
inverno	7	3	2	41.26	-11.23	18.27	28.90	10.02	2
inverno	7	3	3	36.72	-9.75	12.12	21.52	30.62	2
inverno	7	3	4	31.24	-7.65	10.18	16.50	14.82	2
inverno	7	3	5	35.84	-9.47	12.69	21.30	15.95	2
inverno	7	3	6	37.27	-11.46	14.81	24.53	6.12	1
inverno	7	3	7	44.76	-12.92	23.91	35.60	25.91	3
inverno	7	3	8	42.76	-10.17	16.32	28.01	6.07	2
inverno	7	3	9	36.45	-10.51	15.52	24.13	19.40	1
inverno	7	3	10	38.40	-11.50	15.32	25.48	7.32	2
inverno	7	4	1	47.60	-10.61	22.75	35.57	15.76	3
inverno	7	4	2	36.26	-10.32	14.41	23.15	25.76	2
inverno	7	4	3	38.51	-10.92	14.62	24.75	18.11	1
inverno	7	4	4	34.86	-10.03	13.04	21.33	18.76	1
inverno	7	4	5	36.57	-6.01	10.58	18.62	3.44	3
inverno	7	4	6	40.95	-10.39	19.27	29.09	21.14	3
inverno	7	4	7	39.57	-8.61	14.41	24.12	9.76	2
inverno	7	4	8	44.25	-11.32	22.00	33.28	21.67	2
inverno	7	4	9	36.88	-11.03	16.83	25.55	8.16	3
inverno	7	4	10	39.84	-12.88	18.31	28.96	18.49	2
inverno	7	5	1	41.57	-9.90	17.94	28.20	15.36	2
inverno	7	5	2	33.87	-9.12	13.28	20.63	9.12	2
inverno	7	5	3	34.73	-11.07	16.50	24.40	6.81	2
inverno	7	5	4	36.96	-9.77	13.56	22.62	10.86	2
inverno	7	5	5	37.94	-7.06	11.03	20.21	29.49	2
inverno	7	5	6	36.63	-9.22	12.70	21.58	3.98	2
inverno	7	5	7	46.58	-5.19	25.12	35.19	12.26	2
inverno	7	5	8	34.54	-7.32	10.32	17.39	11.65	3
inverno	7	5	9	31.93	-8.03	12.97	19.07	19.35	2
inverno	7	5	10	41.44	-8.67	15.99	26.35	5.73	2
inverno	9	1	1	37.18	-7.81	12.34	20.96	14.55	3
inverno	9	1	2	36.99	-10.10	14.67	23.58	22.83	2
inverno	9	1	3	40.48	-9.20	14.68	25.11	12.83	2
inverno	9	1	4	44.75	-11.66	18.98	31.63	10.69	3
inverno	9	1	5	36.47	-6.96	11.84	19.83	6.25	2
inverno	9	1	6	35.88	-8.73	11.44	20.08	6.04	2
inverno	9	1	7	43.50	-7.27	17.33	28.08	6.34	3
inverno	9	1	8	40.21	-11.08	15.98	26.66	6.43	2
inverno	9	1	9	35.51	-8.37	11.39	19.67	27.42	2
inverno	9	1	10	37.68	-8.21	13.16	21.99	8.76	2
inverno	9	2	1	39.66	-8.73	14.74	24.45	23.91	2
inverno	9	2	2	37.37	-9.48	11.91	21.60	6.75	2
inverno	9	2	3	39.23	-10.60	15.24	25.50	35.53	3
inverno	9	2	4	38.00	-9.85	13.79	23.37	6.65	3
inverno	9	2	5	37.93	-8.50	12.34	21.72	25.91	3
inverno	9	2	6	42.80	-11.37	18.36	29.91	5.42	3
inverno	9	2	7	38.03	-10.82	15.68	25.17	11.38	2
inverno	9	2	8	39.42	-8.40	13.70	23.46	8.58	2
inverno	9	2	9	41.63	-9.37	14.47	25.76	17.75	3
inverno	9	2	10	41.24	-9.08	16.66	26.85	14.05	3
inverno	9	3	1	39.36	-9.63	14.85	24.75	11.03	2
inverno	9	3	2	40.49	-3.20	12.59	21.68	20.72	3
inverno	9	3	3	36.50	-10.44	13.79	22.89	12.69	2
inverno	9	3	4	38.37	-10.00	14.57	24.18	9.34	2
inverno	9	3	5	36.51	-9.53	12.84	21.78	20.00	2
inverno	9	3	6	36.83	-11.03	14.75	24.04	16.45	1
inverno	9	3	7	42.02	-8.98	15.30	26.38	19.00	3
inverno	9	3	8	39.86	-8.27	13.96	23.85	18.46	2
inverno	9	3	9	34.76	-10.15	14.50	22.45	18.76	2
inverno	9	3	10	39.07	-11.61	15.65	26.09	19.41	2
inverno	9	4	1	38.26	-0.68	16.17	22.46	12.94	3
inverno	9	4	2	40.69	-11.58	17.61	28.30	23.33	2
inverno	9	4	3	35.45	-9.95	12.97	21.56	16.88	2
inverno	9	4	4	34.41	-9.14	11.75	19.75	10.06	2
inverno	9	4	5	34.58	-5.55	9.56	16.53	15.15	3
inverno	9	4	6	48.41	-10.29	21.94	35.43	2.68	3
inverno	9	4	7	36.63	-9.83	15.36	23.76	20.53	3
inverno	9	4	8	38.11	-8.51	14.56	23.34	8.40	2
inverno	9	4	9	42.08	-8.91	18.41	28.52	21.18	3
inverno	9	4	10	39.07	-11.56	16.22	26.45	7.26	2
inverno	9	5	1	44.52	-8.12	15.15	27.63	14.14	3
inverno	9	5	2	40.29	-10.06	15.74	26.08	8.17	3
inverno	9	5	3	39.74	-10.92	14.33	25.24	6.07	2
inverno	9	5	4	41.64	-12.01	18.70	29.77	9.99	2
inverno	9	5	5	44.70	-9.36	17.79	29.89	23.28	3
inverno	9	5	6	37.88	-9.93	15.39	24.46	5.07	2
inverno	9	5	7	46.50	-11.64	23.68	35.99	11.33	3
inverno	9	5	8	37.63	-8.07	11.24	20.62	10.76	3
inverno	9	5	9	34.02	-6.08	9.70	15.58	18.30	3
inverno	9	5	10	41.33	-6.62	12.85	23.44	31.35	3
