## Dados de responsabilidade de Grasiela Bruzamarello Tognon
## (http://lattes.cnpq.br/2911532137112895), acadêmica de pós graduação
## em produção vegetal, UFPR.
##
## O experimento avaliou o efeito de soluções (trat) para ?conservação
## das estacas e foi repetido nas 4 estações do ano (est).
## 
## As respostas avaliadas foram medidas de características de coloração
## das estacas (L, a, b, E), o peso e a classificação quanto à
## viabilidade comercial (nota de 1 à 3). Foram consideradas 10 estacas
## (unidades experimentais, UE) para cada nível solução em cada
## estação. O registro das respostas foi feito ao longo do tempo (dias,
## medidas repetidas nas memas UE)
## 
## trat = {
##   1: Controle,
##   2: Ácido citrico (100 ml^{-1}),
##   3: Metabissulfito de sódio (10 mM),
##   4: Ácido cítrico + Sacarose (4%),
##   5: Metabissulfito de sódio + Sacarose (4%)
## }
## 
## L: define a luminosidade (L = 0: preto e L = 100: branco).
## 
## a e b: associam-se a cromaticidade, (“+a”, vermelho, “-a”, verde e
## “+b”, amarelo, “-b”, azul).
## 
## E: delta E, coloração como um todo.
## 
## peso: hastes pesadas em cada dia de avaliação por meio de balança
## analítica de precisão (gramas).
## 
## escala: escala de classificação de viabilidade:  
## 1) Cladódios verdes brilhantes sem manchas escuras (oxidação) ao
##    longo da haste. Hastes túrgidas. VIÁVEIS.
## 2) Cladódios verdes brilhantes com manchas escuras (oxidação) somente
##    na porção basal da haste. Hastes túrgidas e sem danos. VIÁVEIS.
## 3) Cladódios apresentando manchas escuras (oxidação) na porção
##    mediana e/ou apical da haste. Hastes secas (com aspecto
##    quebradiço). DESCARTE.
##
est	dias	trat	rept	L	a	b	AE	peso	escala
primavera	7	1	8	42.05	-8.43	17.53	27.70	25.02	2
primavera	7	1	9	50.66	-9.30	27.39	40.39	24.23	3
primavera	7	1	10	51.14	-3.56	19.08	33.82	16.46	3
primavera	7	2	1	41.84	-8.90	16.48	27.53	12.47	2
primavera	7	2	2	40.57	-9.34	15.90	26.04	16.51	3
primavera	7	2	3	38.69	-8.88	14.74	23.95	17.44	3
primavera	7	2	4	45.63	-3.42	23.17	32.79	18.34	3
primavera	7	2	5	40.19	-8.46	15.29	25.03	23.67	2
primavera	7	2	6	41.46	-7.42	15.21	25.36	10.46	3
primavera	7	2	7	40.91	-6.27	11.06	21.92	18.55	2
primavera	7	2	8	38.15	-6.08	10.26	19.45	17.90	1
primavera	7	2	9	39.09	-7.14	12.06	21.64	19.41	3
primavera	7	2	10	35.11	-7.12	12.26	19.47	42.44	2
primavera	7	3	1	43.40	-9.51	17.11	28.66	20.36	2
primavera	7	3	2	44.55	-8.94	18.60	30.18	13.84	2
primavera	7	3	3	36.05	-5.55	8.31	16.63	29.05	2
primavera	7	3	4	41.96	-11.87	21.65	31.99	14.61	2
primavera	7	3	5	37.10	-9.22	14.84	23.32	29.96	2
primavera	7	3	6	38.80	-9.01	14.73	24.06	28.68	2
primavera	7	3	7	39.37	-9.13	16.46	25.66	15.59	2
primavera	7	3	8	41.67	-10.85	22.54	32.10	24.25	2
primavera	7	3	9	33.62	-5.24	8.65	15.25	24.09	2
primavera	7	3	10	42.53	-10.62	20.13	30.68	11.48	2
primavera	7	4	1	36.59	-9.97	16.07	24.33	19.27	2
primavera	7	4	2	36.21	-8.03	14.73	22.25	27.34	3
primavera	7	4	3	35.98	-6.43	14.70	21.46	20.80	2
primavera	7	4	4	40.53	-7.62	12.21	22.88	21.12	2
primavera	7	4	5	37.35	-7.60	13.18	21.55	16.42	2
primavera	7	4	6	43.03	-9.64	20.26	30.68	23.44	3
primavera	7	4	7	40.59	-8.36	16.74	26.24	8.48	2
primavera	7	4	8	41.54	-11.24	18.95	29.55	12.13	2
primavera	7	4	9	40.13	-8.66	15.99	25.55	27.53	1
primavera	7	4	10	36.66	-7.47	11.86	20.18	15.30	3
primavera	7	5	1	43.17	-10.30	18.03	29.45	16.06	2
primavera	7	5	2	44.34	-9.01	16.91	28.95	21.17	2
primavera	7	5	3	34.78	-6.32	9.91	17.26	27.36	2
primavera	7	5	4	45.69	-9.91	18.77	31.39	12.96	3
primavera	7	5	5	34.55	-6.93	12.93	19.61	18.13	2
primavera	7	5	6	38.31	-5.20	8.35	18.07	15.06	2
primavera	7	5	7	45.59	-8.06	14.87	28.20	15.66	2
primavera	7	5	8	41.78	-8.96	17.78	27.91	22.18	1
primavera	7	5	9	39.84	-5.32	17.15	25.08	18.68	3
primavera	7	5	10	40.14	-6.02	11.09	21.30	20.86	3
primavera	9	1	1	40.41	-7.26	17.12	26.01	14.55	3
primavera	9	1	2	38.98	-9.18	16.58	25.55	21.87	2
primavera	9	1	3	39.37	-7.98	15.82	24.72	23.77	2
primavera	9	1	4	40.23	-8.36	14.44	24.43	13.10	2
primavera	9	1	5	41.61	-9.67	16.21	27.02	33.38	3
primavera	9	1	6	48.34	-6.32	12.52	28.47	23.10	3
primavera	9	1	7	50.94	-9.01	27.16	40.33	9.46	3
primavera	9	1	8	39.83	-8.71	16.22	25.57	22.89	2
primavera	9	1	9	54.11	-4.67	27.37	41.68	21.85	3
primavera	9	1	10	48.93	-5.87	26.31	37.68	13.36	3
primavera	9	2	1	44.44	-8.24	20.49	31.34	11.14	3
primavera	9	2	2	43.86	-9.57	20.79	31.52	14.81	3
primavera	9	2	3	38.47	-7.94	12.62	21.96	16.27	3
primavera	9	2	4	49.88	-4.24	28.55	39.69	16.54	3
primavera	9	2	5	47.21	-9.15	22.66	34.78	22.10	3
primavera	9	2	6	41.27	-7.78	14.33	24.79	9.81	3
primavera	9	2	7	34.97	-6.46	10.36	17.73	17.52	2
primavera	9	2	8	41.38	-5.62	9.22	21.00	16.32	2
primavera	9	2	9	39.87	-7.74	12.61	22.75	18.20	3
primavera	9	2	10	52.94	-8.64	33.60	46.27	39.44	3
primavera	9	3	1	45.53	-11.00	21.42	33.50	19.55	3
primavera	9	3	2	45.18	-7.29	20.68	31.52	13.34	2
primavera	9	3	3	35.88	-5.47	8.27	16.46	25.80	2
primavera	9	3	4	42.60	-12.16	23.75	34.02	13.44	3
primavera	9	3	5	39.71	-9.59	15.88	25.64	28.94	2
primavera	9	3	6	43.49	-10.29	18.99	30.30	26.91	2
primavera	9	3	7	39.00	-9.78	16.80	25.84	14.61	1
primavera	9	3	8	38.98	-8.27	15.07	24.08	23.43	3
primavera	9	3	9	37.11	-6.92	11.87	20.21	22.98	2
primavera	9	3	10	41.18	-10.19	17.51	27.87	10.67	3
primavera	9	4	1	38.76	-10.07	17.22	26.30	17.81	3
primavera	9	4	2	46.35	-7.82	18.02	30.62	18.54	3
primavera	9	4	3	37.45	-6.03	10.76	19.30	18.41	2
primavera	9	4	4	42.80	-7.53	13.43	25.16	19.95	3
primavera	9	4	5	33.80	-7.47	11.16	18.20	15.78	2
primavera	9	4	6	45.77	-8.81	21.25	32.95	22.07	3
primavera	9	4	7	40.47	-9.39	17.58	27.18	7.60	2
primavera	9	4	8	42.02	-10.41	18.32	29.01	11.31	3
primavera	9	4	9	39.93	-7.29	15.50	24.56	25.92	2
primavera	9	4	10	40.42	-9.02	14.97	25.18	14.12	3
primavera	9	5	1	42.94	-10.19	17.45	28.87	14.46	2
primavera	9	5	2	37.77	-5.98	10.53	19.33	19.93	2
primavera	9	5	3	36.16	-5.83	8.98	17.24	26.39	3
primavera	9	5	4	42.18	-8.27	15.06	26.04	12.17	3
primavera	9	5	5	36.52	-5.59	11.02	18.72	17.29	2
primavera	9	5	6	39.93	-5.68	8.94	19.77	14.29	3
primavera	9	5	7	42.02	-8.65	15.64	26.46	14.72	3
primavera	9	5	8	36.72	-7.93	12.67	20.98	20.04	2
primavera	9	5	9	42.43	-4.80	16.48	26.07	16.98	3
primavera	9	5	10	40.08	-5.62	8.96	19.87	20.62	3
verão	1	1	1	39.60	9.98	3.90	24.42	12.17	1
verão	1	1	2	40.63	5.86	10.15	21.30	12.59	2
verão	1	1	3	38.47	11.06	15.50	25.40	10.55	1
verão	1	1	4	33.04	6.22	8.13	15.06	9.31	1
verão	1	1	5	41.10	9.11	13.14	24.47	12.32	1
verão	1	1	6	37.37	10.72	15.18	24.44	6.07	1
verão	1	1	7	38.95	7.16	9.95	20.25	21.79	1
verão	1	1	8	46.32	12.81	21.00	34.42	8.84	1
verão	1	1	9	42.45	8.86	11.69	24.42	16.75	1
verão	1	1	10	46.42	10.45	17.01	30.96	8.86	1
verão	1	2	1	44.52	8.16	12.21	25.93	15.21	1
verão	1	2	2	44.53	7.93	13.09	26.34	9.73	1
verão	1	2	3	43.10	9.87	15.41	27.51	11.59	1
verão	1	2	4	46.02	11.46	18.01	31.73	8.29	1
verão	1	2	5	37.79	10.99	14.91	24.60	13.06	1
verão	1	2	6	33.16	7.30	10.42	17.27	12.83	1
verão	1	2	7	41.43	8.39	13.33	24.50	10.33	1
verão	1	2	8	40.97	8.13	13.76	24.35	12.07	1
verão	1	2	9	44.07	10.31	17.34	29.57	20.66	1
verão	1	2	10	46.50	10.99	17.14	31.31	9.37	1
verão	1	3	1	43.12	11.72	16.32	28.92	12.10	1
verão	1	3	2	42.68	12.62	17.17	29.64	8.02	1
verão	1	3	3	39.98	8.98	13.86	24.17	9.80	1
verão	1	3	4	39.16	9.96	15.19	25.02	8.09	1
verão	1	3	5	43.46	4.97	9.21	22.43	17.61	2
verão	1	3	6	42.20	11.49	17.38	28.95	16.23	1
verão	1	3	7	38.75	7.79	9.73	20.28	17.02	1
verão	1	3	8	41.80	5.87	10.50	22.12	10.90	1
verão	1	3	9	42.27	8.81	12.26	24.60	13.23	1
verão	1	3	10	39.69	6.53	11.47	21.43	11.36	1
verão	1	4	1	41.90	10.25	12.63	25.21	18.30	1
verão	1	4	2	42.43	10.02	15.20	27.01	9.91	1
verão	1	4	3	38.96	9.30	12.25	22.66	10.85	1
verão	1	4	4	38.36	7.05	9.89	19.78	11.52	1
verão	1	4	5	46.42	8.64	15.08	29.13	18.84	1
verão	1	4	6	42.75	12.27	18.18	30.17	9.08	1
verão	1	4	7	37.65	8.12	10.81	20.38	19.22	1
verão	1	4	8	42.53	7.96	10.50	23.45	15.08	2
verão	1	4	9	44.06	10.35	16.87	29.27	18.97	1
verão	1	4	10	41.00	8.87	13.31	24.40	12.95	1
verão	1	5	1	42.04	9.10	13.48	25.29	15.04	1
verão	1	5	2	42.01	9.86	13.70	25.74	9.61	1
verão	1	5	3	39.20	11.73	16.11	26.53	19.09	1
verão	1	5	4	45.24	8.45	14.30	27.75	9.25	1
verão	1	5	5	42.85	8.89	11.49	24.61	11.11	1
verão	1	5	6	37.94	8.96	12.49	22.04	19.94	1
verão	1	5	7	40.16	9.22	11.86	23.13	15.12	1
verão	1	5	8	41.37	9.33	13.34	24.87	12.94	1
verão	1	5	9	41.13	7.83	12.48	23.54	20.88	1
verão	1	5	10	39.20	6.56	9.50	19.90	27.65	1
verão	3	1	1	41.20	12.16	16.68	28.23	11.65	1
verão	3	1	2	35.77	5.55	8.74	16.72	12.63	2
verão	3	1	3	38.55	9.87	13.91	23.77	10.66	1
verão	3	1	4	33.14	6.10	8.45	15.26	9.34	1
verão	3	1	5	39.21	8.92	13.45	23.40	12.27	2
verão	3	1	6	34.82	6.27	8.94	16.60	6.15	1
verão	3	1	7	35.80	8.02	9.11	18.17	21.33	2
verão	3	1	8	38.58	10.69	15.64	25.36	8.65	1
verão	3	1	9	34.76	7.40	8.95	17.15	16.60	1
verão	3	1	10	41.18	8.94	14.64	25.40	8.91	1
verão	3	2	1	40.75	7.90	10.69	22.25	15.37	1
verão	3	2	2	37.99	9.21	13.76	23.03	10.08	2
verão	3	2	3	39.23	10.23	15.49	25.39	11.73	1
verão	3	2	4	42.79	11.81	18.07	29.91	8.53	2
verão	3	2	5	37.14	10.59	14.42	23.73	13.16	1
verão	3	2	6	34.53	4.70	7.70	14.90	13.20	1
verão	3	2	7	38.27	8.54	13.28	22.56	10.49	2
verão	3	2	8	39.13	7.49	12.55	22.14	12.21	1
verão	3	2	9	35.16	9.69	13.97	21.49	20.33	1
verão	3	2	10	41.04	9.62	13.23	24.71	9.61	1
verão	3	3	1	40.17	11.89	15.50	26.74	12.31	1
verão	3	3	2	40.90	12.03	15.96	27.52	8.05	1
verão	3	3	3	37.67	9.63	13.39	22.33	10.09	1
verão	3	3	4	39.61	8.60	13.16	23.31	8.31	1
verão	3	3	5	42.17	5.25	9.09	21.43	17.78	2
verão	3	3	6	37.74	10.74	14.37	24.08	16.63	2
verão	3	3	7	36.47	9.05	9.79	19.00	17.34	2
verão	3	3	8	35.45	6.01	8.86	16.81	10.81	1
verão	3	3	9	39.03	9.00	10.86	21.71	13.34	2
verão	3	3	10	39.06	6.53	11.01	20.70	11.60	2
verão	3	4	1	37.88	9.22	10.76	21.05	18.60	2
verão	3	4	2	41.62	9.17	14.45	25.65	9.80	1
verão	3	4	3	39.71	9.37	12.73	23.45	11.10	1
verão	3	4	4	39.11	5.71	8.08	18.71	11.86	2
verão	3	4	5	41.05	9.01	14.05	24.97	19.17	1
verão	3	4	6	41.20	11.88	16.68	28.09	9.60	1
verão	3	4	7	36.80	8.55	11.46	20.51	19.90	1
verão	3	4	8	41.89	10.02	13.75	25.77	15.80	2
verão	3	4	9	36.45	6.42	9.06	17.74	18.23	1
verão	3	4	10	39.21	10.14	15.96	25.67	12.33	1
verão	3	5	1	40.36	8.94	12.18	23.33	15.34	2
verão	3	5	2	41.55	9.11	13.01	24.69	9.99	1
verão	3	5	3	38.45	9.18	13.24	22.94	19.43	1
verão	3	5	4	38.69	7.75	11.20	21.11	9.48	2
verão	3	5	5	36.56	8.81	11.22	20.35	11.50	1
verão	3	5	6	38.76	8.23	11.57	21.62	20.39	1
verão	3	5	7	41.46	9.56	12.88	24.75	15.34	2
verão	3	5	8	39.67	8.05	11.89	22.30	13.34	1
verão	3	5	9	37.15	7.46	11.00	19.89	20.27	1
verão	3	5	10	38.23	7.10	9.94	19.74	28.42	1
verão	5	1	1	48.33	13.21	21.49	36.17	10.40	2
verão	5	1	2	38.81	5.65	9.59	19.32	12.84	3
verão	5	1	3	39.18	9.70	13.82	23.99	10.60	2
verão	5	1	4	36.36	8.42	13.93	21.92	9.24	3
verão	5	1	5	44.93	12.68	21.95	34.20	11.45	2
verão	5	1	6	34.35	6.16	8.92	16.27	6.10	2
verão	5	1	7	37.83	8.09	9.37	19.62	18.62	3
verão	5	1	8	44.26	11.78	18.69	31.19	7.94	2
verão	5	1	9	41.31	9.30	12.28	24.17	14.50	3
verão	5	1	10	41.85	8.96	14.30	25.62	8.88	3
verão	5	2	1	42.05	10.27	15.57	27.13	15.06	2
verão	5	2	2	34.02	8.59	13.31	20.44	10.00	3
verão	5	2	3	42.43	10.70	16.77	28.33	11.70	3
verão	5	2	4	43.13	11.68	17.78	29.86	8.40	2
verão	5	2	5	39.66	10.32	14.17	24.80	13.28	2
verão	5	2	6	33.58	5.36	8.32	15.05	13.16	2
verão	5	2	7	40.97	8.63	13.59	24.46	10.40	2
verão	5	2	8	37.81	7.10	12.12	20.87	12.20	3
verão	5	2	9	37.32	9.69	15.47	24.11	20.00	2
verão	5	2	10	41.10	9.58	13.15	24.69	9.53	2
verão	5	3	1	40.28	11.30	15.36	26.41	12.30	2
verão	5	3	2	41.75	12.07	17.69	29.17	8.01	2
verão	5	3	3	41.93	8.35	13.51	24.92	10.08	2
verão	5	3	4	39.87	8.27	13.08	23.28	7.28	3
verão	5	3	5	44.88	4.76	9.00	23.45	17.00	2
verão	5	3	6	37.75	10.48	14.05	23.74	16.53	2
verão	5	3	7	42.67	10.35	15.69	27.62	17.00	3
verão	5	3	8	36.88	6.21	9.63	18.28	10.79	2
verão	5	3	9	39.71	8.39	11.16	22.03	13.20	2
verão	5	3	10	40.04	6.61	10.73	21.24	11.60	2
verão	5	4	1	39.11	9.98	12.31	23.12	16.80	3
verão	5	4	2	41.60	9.44	13.93	25.42	9.45	3
verão	5	4	3	39.86	9.00	12.20	23.04	11.00	2
verão	5	4	4	37.08	8.14	10.00	19.55	11.13	2
verão	5	4	5	42.45	9.77	16.14	27.53	19.00	3
verão	5	4	6	40.69	11.31	16.02	27.09	9.50	2
verão	5	4	7	39.20	8.06	11.82	21.96	19.72	2
verão	5	4	8	40.39	10.04	12.73	24.20	15.79	3
verão	5	4	9	38.29	7.34	10.30	20.10	18.37	2
verão	5	4	10	40.99	8.53	12.80	23.94	12.49	2
verão	5	5	1	43.55	8.07	11.91	25.01	14.47	3
verão	5	5	2	39.73	8.30	10.96	21.89	9.50	2
verão	5	5	3	38.66	8.99	12.91	22.75	18.09	3
verão	5	5	4	41.24	8.22	12.72	23.92	9.21	3
verão	5	5	5	39.73	9.07	11.66	22.66	11.36	2
verão	5	5	6	33.43	7.48	10.05	17.24	20.33	2
verão	5	5	7	38.34	8.07	10.09	20.36	15.00	3
verão	5	5	8	36.73	6.67	9.35	18.22	13.20	2
verão	5	5	9	37.07	7.48	11.30	20.05	20.04	2
verão	5	5	10	38.29	5.38	8.58	18.26	27.86	3
verão	7	1	1	53.47	15.54	30.13	46.13	9.18	3
verão	7	1	2	40.82	5.81	10.10	21.13	12.24	3
verão	7	1	3	48.51	14.51	25.02	39.19	10.38	3
verão	7	1	4	44.05	12.04	22.41	33.75	8.81	3
verão	7	1	5	51.40	13.96	29.49	43.84	9.61	3
verão	7	1	6	42.36	6.16	12.24	23.65	5.97	2
verão	7	1	7	37.92	8.13	9.41	19.72	13.58	3
verão	7	1	8	45.45	12.50	19.54	32.79	7.58	3
verão	7	1	9	42.04	11.31	16.33	28.08	12.00	3
verão	7	1	10	42.95	10.47	15.95	28.02	8.37	3
verão	7	2	1	36.55	9.26	12.98	21.75	14.82	3
verão	7	2	2	42.43	9.01	14.62	26.22	9.60	3
verão	7	2	3	43.69	10.95	17.47	29.68	11.15	3
verão	7	2	4	42.45	11.79	18.16	29.76	8.20	3
verão	7	2	5	40.31	12.39	16.97	28.05	12.74	2
verão	7	2	6	36.64	5.30	8.80	17.21	12.64	3
verão	7	2	7	42.21	8.32	13.28	24.96	10.19	2
verão	7	2	8	39.17	6.98	12.00	21.59	11.79	3
verão	7	2	9	36.86	9.62	15.82	24.11	19.65	3
verão	7	2	10	42.00	9.81	13.73	25.73	8.75	3
verão	7	3	1	40.49	11.37	15.31	26.53	12.00	3
verão	7	3	2	42.59	12.21	16.45	28.92	7.95	3
verão	7	3	3	41.21	8.29	13.46	23.75	10.02	3
verão	7	3	4	42.82	9.79	17.35	28.57	6.98	3
verão	7	3	5	43.82	4.98	9.03	22.64	16.47	3
verão	7	3	6	42.15	11.79	17.28	29.00	16.13	3
verão	7	3	7	44.05	12.73	19.63	32.11	16.70	3
verão	7	3	8	41.26	5.72	10.08	21.41	10.69	3
verão	7	3	9	41.68	8.90	12.21	24.21	13.03	3
verão	7	3	10	35.06	6.42	9.72	17.33	11.26	3
verão	7	4	1	45.59	11.79	20.78	33.37	13.86	3
verão	7	4	2	42.64	9.20	15.98	27.44	7.71	3
verão	7	4	3	39.92	9.54	12.99	23.82	10.98	3
verão	7	4	4	40.01	8.11	10.60	21.78	11.00	3
verão	7	4	5	43.04	10.00	15.96	27.88	18.81	3
verão	7	4	6	47.69	14.67	25.40	39.03	9.10	3
verão	7	4	7	39.59	8.97	13.16	23.47	19.25	3
verão	7	4	8	41.05	10.44	13.44	25.24	15.31	3
verão	7	4	9	36.04	6.43	9.57	19.09	17.80	3
verão	7	4	10	40.50	10.84	17.24	27.59	11.97	3
verão	7	5	1	44.63	10.76	17.00	29.89	12.88	3
verão	7	5	2	43.32	11.37	17.62	29.72	9.45	3
verão	7	5	3	38.89	11.31	15.28	25.60	16.07	3
verão	7	5	4	43.60	9.24	17.57	28.99	7.89	3
verão	7	5	5	38.27	9.26	11.81	21.94	11.02	2
verão	7	5	6	37.66	8.49	11.48	20.99	19.68	3
verão	7	5	7	41.54	10.46	14.07	25.94	14.36	3
verão	7	5	8	39.27	8.73	12.54	22.76	12.80	2
verão	7	5	9	38.91	8.32	12.47	22.31	20.03	3
verão	7	5	10	40.37	7.04	10.30	21.40	25.52	3
