trat;bloc;rep;viab;alt;diam;nfol;afol;pff;pfc;pfr;psf;psc;psr
Trimix;1; 2;1;16;3.29;8;289.22;2.05;1.34;2.29;0.6;0.37;0.42
Trimix;1; 3;1;19;3.87;7;NA;NA;NA;NA;NA;NA;NA
Trimix;1; 4;1;13;3.96;9;NA;NA;NA;NA;NA;NA;NA
Trimix;1; 5;1;18;4.81;11;NA;NA;NA;NA;NA;NA;NA
Trimix;1; 6;1;25;6.75;10;NA;NA;NA;NA;NA;NA;NA
Trimix;1; 7;1;19.5;4.64;9;281.043;3.1;2.58;3.99;1.01;0.75;0.84
Trimix;1; 8;1;13;6.37;6;NA;NA;NA;NA;NA;NA;NA
Trimix;1; 9;1;17;4.22;12;271.203;3.9;2.34;5.02;1.39;0.66;0.93
Trimix;1;10;1;19.5;5.26;11;NA;NA;NA;NA;NA;NA;NA
Trimix;1;11;1;18;3.88;9;299.616;3.66;2.56;3.6;1.29;0.81;0.8
Trimix;1;12;1;17;4.33;8;NA;NA;NA;NA;NA;NA;NA
Trimix;1;13;1;22;5.51;8;429.636;4.52;3.68;6.02;1.62;1.19;1.35
Trimix;1;14;1;15;4.49;7;191.744;2.82;1.89;2.91;0.99;0.77;0.68
Trimix;1;15;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;1;16;1;20;4.17;10;265.264;3.73;3.17;3.27;1.23;1.01;0.77
Trimix;1;17;1;17;4.8;9;NA;NA;NA;NA;NA;NA;NA
Trimix;1;18;1;6;4.22;6;100.353;1.07;0.96;1.56;0.34;0.26;0.39
Trimix;1;19;1;16;5.53;9;273.261;5.27;4.93;9.48;1.99;1.62;2.37
Trimix;1;20;1;11;4.12;7;NA;NA;NA;NA;NA;NA;NA
Trimix;2; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;2; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;2; 3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;2; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;2; 5;1;16;4.13;9;NA;NA;NA;NA;NA;NA;NA
Trimix;2; 6;1;17;4.8;10;NA;NA;NA;NA;NA;NA;NA
Trimix;2; 7;1;18;4.94;11;227.842;3.76;3.74;3.88;1.38;1.32;0.86
Trimix;2; 8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;2; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;2;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;2;11;1;16;4.51;11;234.27;3.53;7.54;7.94;1.27;0.77;0.72
Trimix;2;12;1;15;5.94;8;NA;NA;NA;NA;NA;NA;NA
Trimix;2;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;2;14;1;18;4.27;12;304.214;3.27;3.74;2.58;0.9;0.96;0.54
Trimix;2;15;1;23;7.53;15;402.853;5.58;7.54;7.94;2.01;2.54;1.59
Trimix;2;16;1;5;2.89;6;NA;NA;NA;NA;NA;NA;NA
Trimix;2;17;1;17;5.47;10;294.264;4.18;3.17;5.56;1.62;1.17;1.33
Trimix;2;18;1;16;4.52;9;NA;NA;NA;NA;NA;NA;NA
Trimix;2;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;2;20;1;17;5.55;8;265.194;4.05;3.96;6.1;1.65;1.46;1.55
Trimix;3; 1;1;6;3.11;6;188.22;1.29;0.75;1.51;0.49;0.28;0.47
Trimix;3; 2;1;20;5.77;9;NA;NA;NA;NA;NA;NA;NA
Trimix;3; 3;1;5;2.64;7;183.445;1.25;0.7;1.32;0.45;0.21;0.35
Trimix;3; 4;1;8;3.28;6;143.089;1.17;1.23;1.34;0.41;0.39;0.32
Trimix;3; 5;1;3;3.69;6;NA;NA;NA;NA;NA;NA;NA
Trimix;3; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;3; 7;1;4;2.33;4;196.642;1.18;1.01;1.41;0.37;0.26;0.4
Trimix;3; 8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;3; 9;1;6;2.72;8;226.2;1.74;0.88;3.44;0.62;0.3;0.97
Trimix;3;10;1;25;6.61;9;NA;NA;NA;NA;NA;NA;NA
Trimix;3;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;3;12;1;24;6.46;10;NA;4.86;5.67;5.77;1.79;1.96;1.68
Trimix;3;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;3;14;1;9;2.72;7;273.249;1;0.86;1.38;0.34;0.29;0.41
Trimix;3;15;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;3;16;1;14;4.45;9;NA;NA;NA;NA;NA;NA;NA
Trimix;3;17;1;6;3.86;6;288.897;1.22;0.77;1.79;0.54;0.28;0.57
Trimix;3;18;1;4;2.43;7;97.453;0.5;0.56;0.71;0.15;0.13;0.18
Trimix;3;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;3;20;1;6;2.83;5;NA;NA;NA;NA;NA;NA;NA
Trimix;4; 1;1;5.5;3.48;8;NA;NA;NA;NA;NA;NA;NA
Trimix;4; 2;1;6;2.32;7;153.53;0.88;0.56;1.17;0.2;0.35;0.4
Trimix;4; 3;1;4;2.23;4;33.598;0.52;0.51;0.69;0.24;0.13;0.19
Trimix;4; 4;1;5;3.43;7;NA;NA;NA;NA;NA;NA;NA
Trimix;4; 5;1;7;2.93;6;193.665;0.99;0.78;2.82;0.47;0.29;0.81
Trimix;4; 6;1;10;4.19;8;59.547;1.94;1.9;3.95;0.71;0.63;0.25
Trimix;4; 7;1;7;2.16;6;34.969;0.7;0.58;0.7;0.28;0.14;0.17
Trimix;4; 8;1;9;2.59;6;83.649;0.89;0.8;1.5;0.34;0.35;0.46
Trimix;4; 9;1;7;2.56;7;70.971;1.11;0.75;1.47;0.45;0.29;0.45
Trimix;4;10;1;7;2.67;6;NA;NA;NA;NA;NA;NA;NA
Trimix;4;11;1;5;2.53;6;66.692;0.86;0.68;0.73;0.33;0.22;0.23
Trimix;4;12;1;12;3.7;6;208.584;2.33;2.92;3.27;0.85;1.07;1.02
Trimix;4;13;1;7;2.74;6;82.559;0.82;0.73;1.27;0.44;0.27;0.32
Trimix;4;14;1;8;4.07;8;86.148;1.76;1.37;0.97;0.7;0.47;0.31
Trimix;4;15;1;5;2.81;7;48.95;0.94;0.79;0.98;0.38;0.23;0.27
Trimix;4;16;1;0;0;1;4.11;0.07;0.15;0.13;0.03;0.04;0.05
Trimix;4;17;1;5;3.74;8;NA;NA;NA;NA;NA;NA;NA
Trimix;4;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;4;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;4;20;1;5;2.92;7;NA;NA;NA;NA;NA;NA;NA
Trimix;5; 1;1;6;4.05;7;89.25;1.9;1.1;2.7;0.77;0.39;0.95
Trimix;5; 2;1;13;4.55;6;173.635;2.84;2.6;3.28;1.24;1.02;1.13
Trimix;5; 3;1;6;3.57;9;46.663;1.43;0.82;0.66;0.45;0.22;0.29
Trimix;5; 4;1;9;2.78;7;NA;NA;NA;NA;NA;NA;NA
Trimix;5; 5;1;10;5.8;8;149.611;1.74;1.58;4.6;0.6;0.51;1.2
Trimix;5; 6;1;12;4.1;8;NA;NA;NA;NA;NA;NA;NA
Trimix;5; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;5; 8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;5; 9;1;8.5;2.9;7;101.975;1.3;0.84;2.47;0.5;0.3;0.7
Trimix;5;10;1;8;3.32;6;90.885;1.38;1.04;1.74;0.48;0.37;0.54
Trimix;5;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;5;12;1;18;7.23;7;233.09;3.27;5.11;4.79;1.43;1.91;1.38
Trimix;5;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;5;14;1;7;3.25;7;NA;NA;NA;NA;NA;NA;NA
Trimix;5;15;1;4.5;4.59;9;61.541;1.01;0.85;1.26;0.31;0.21;0.33
Trimix;5;16;1;11;3.77;7;NA;NA;NA;NA;NA;NA;NA
Trimix;5;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;5;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trimix;5;19;1;5;2.53;4;NA;NA;NA;NA;NA;NA;NA
Trimix;5;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
